instance_id,user_query,model,examples_used,predicted_tables_and_columns,raw_output,predicted_tables_fq,predicted_columns_fq,example_selection,timestamp,flags,eval_tables_precision,eval_tables_recall,eval_tables_f1,eval_columns_precision,eval_columns_recall,eval_columns_f1
sf_bq216,Identify the top five patents filed in the same year as `US-9741766-B2` that are most similar to it based on technological similarities. Please provide the publication numbers.,azure/o3,,,,PATENTS_GOOGLE.PATENTS_GOOGLE.ABS_AND_EMB;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS,PATENTS_GOOGLE.PATENTS_GOOGLE.ABS_AND_EMB.embedding_v1;PATENTS_GOOGLE.PATENTS_GOOGLE.ABS_AND_EMB.publication_number;PATENTS_GOOGLE.PATENTS_GOOGLE.ABS_AND_EMB.similar;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.filing_date;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.grant_date;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.priority_date;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.publication_date;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.publication_number,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:26:51,used_precomputed:PATENTS_GOOGLE,,,,,,
sf_bq247,"From the publications dataset, first identify the top six families with the most publications whose family_id is not '-1'. Then, using the abs_and_emb table (joined on publication_number), provide each of those families’ IDs alongside every non-empty abstract associated with their publications.",azure/o3,,,,PATENTS_GOOGLE.PATENTS_GOOGLE.ABS_AND_EMB;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS,PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.family_id;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.publication_number;PATENTS_GOOGLE.PATENTS_GOOGLE.ABS_AND_EMB.abstract;PATENTS_GOOGLE.PATENTS_GOOGLE.ABS_AND_EMB.publication_number,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:26:58,used_precomputed:PATENTS_GOOGLE,,,,,,
sf_bq127,"For each publication family whose earliest publication was first published in January 2015, please provide the earliest publication date, the distinct publication numbers, their country codes, the distinct CPC and IPC codes, distinct families (namely, the ids) that cite and are cited by this publication family. Please present all lists as comma-separated values, sorted alphabetically",azure/o3,,,,PATENTS_GOOGLE.PATENTS_GOOGLE.ABS_AND_EMB;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS,PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.citation;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.country_code;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.cpc;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.family_id;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.ipc;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.publication_date;PATENTS_GOOGLE.PATENTS_GOOGLE.PUBLICATIONS.publication_number;PATENTS_GOOGLE.PATENTS_GOOGLE.ABS_AND_EMB.cited_by;PATENTS_GOOGLE.PATENTS_GOOGLE.ABS_AND_EMB.publication_number,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:27:07,used_precomputed:PATENTS_GOOGLE,,,,,,
sf_bq215,Which US patent (with a B2 kind code and a grant date between 2015 and 2018) has the highest originality score calculated as 1 - (the sum of squared occurrences of distinct 4-digit IPC codes in its backward citations divided by the square of the total occurrences of these 4-digit IPC codes)?,azure/o3,,,,PATENTS.PATENTS.PUBLICATIONS,PATENTS.PATENTS.PUBLICATIONS.citation;PATENTS.PATENTS.PUBLICATIONS.grant_date;PATENTS.PATENTS.PUBLICATIONS.ipc;PATENTS.PATENTS.PUBLICATIONS.kind_code;PATENTS.PATENTS.PUBLICATIONS.publication_number,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:27:11,used_precomputed:PATENTS,,,,,,
sf_bq222,"Find the CPC technology areas in Germany that had the highest exponential moving average (smoothing factor 0.1) of patent filings per year, specifically for patents granted in December 2016. For each CPC group at level 4, show the full title, CPC group, and the year with the highest exponential moving average of patent filings.",azure/o3,,,,PATENTS.PATENTS.CPC_DEFINITION;PATENTS.PATENTS.PUBLICATIONS,PATENTS.PATENTS.PUBLICATIONS.country_code;PATENTS.PATENTS.PUBLICATIONS.cpc;PATENTS.PATENTS.PUBLICATIONS.filing_date;PATENTS.PATENTS.PUBLICATIONS.grant_date;PATENTS.PATENTS.PUBLICATIONS.publication_date;PATENTS.PATENTS.PUBLICATIONS.publication_number;PATENTS.PATENTS.CPC_DEFINITION.dateRevised;PATENTS.PATENTS.CPC_DEFINITION.level;PATENTS.PATENTS.CPC_DEFINITION.symbol;PATENTS.PATENTS.CPC_DEFINITION.titleFull,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:27:22,used_precomputed:PATENTS,,,,,,
sf_bq221,"Identify the CPC technology areas with the highest exponential moving average of patent filings each year (with a smoothing factor of 0.2), considering only the first CPC code for each patent that has a valid filing date and a non-empty application number, and report the full CPC title along with the best year associated with the highest exponential moving average for each CPC group at level 5.",azure/o3,,,,PATENTS.PATENTS.CPC_DEFINITION;PATENTS.PATENTS.PUBLICATIONS,PATENTS.PATENTS.PUBLICATIONS.application_number;PATENTS.PATENTS.PUBLICATIONS.cpc;PATENTS.PATENTS.PUBLICATIONS.filing_date;PATENTS.PATENTS.CPC_DEFINITION.level;PATENTS.PATENTS.CPC_DEFINITION.symbol;PATENTS.PATENTS.CPC_DEFINITION.titleFull,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:27:28,used_precomputed:PATENTS,,,,,,
sf_bq223,"Which assignees, excluding DENSO CORP itself, have cited patents assigned to DENSO CORP, and what are the titles of the primary CPC subclasses associated with these citations? Provide the name of each citing assignee (excluding DENSO CORP), the full title of the primary CPC subclass (based on the first CPC code), and the count of citations grouped by the citing assignee and the CPC subclass title. Ensure that only citations of patents with valid filing dates are considered, and focus on the first CPC code for each citing patent. The results should specifically exclude DENSO CORP as a citing assignee.",azure/o3,,,,PATENTS.PATENTS.CPC_DEFINITION;PATENTS.PATENTS.PUBLICATIONS,PATENTS.PATENTS.PUBLICATIONS.assignee;PATENTS.PATENTS.PUBLICATIONS.assignee_harmonized;PATENTS.PATENTS.PUBLICATIONS.citation;PATENTS.PATENTS.PUBLICATIONS.cpc;PATENTS.PATENTS.PUBLICATIONS.filing_date;PATENTS.PATENTS.PUBLICATIONS.publication_number;PATENTS.PATENTS.CPC_DEFINITION.symbol;PATENTS.PATENTS.CPC_DEFINITION.titleFull,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:27:37,used_precomputed:PATENTS,,,,,,
sf_bq420,"Can you identify the top 5 patents that were initially rejected under section 101 with no allowed claims, based on the length of their granted claims? The patents should have been granted in the US between 2010 and 2023. Additionally, ensure to select the first office action date for each application. Please include their first publication numbers, along with their first publication dates, length of the filed claims and grant dates.",azure/o3,,,,PATENTS_USPTO.PATENTS.PUBLICATIONS;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_DOCUMENT_STATS;PATENTS_USPTO.USPTO_OCE_CLAIMS.PGPUB_DOCUMENT_STATS;PATENTS_USPTO.USPTO_OCE_OFFICE_ACTIONS.MATCH_APP;PATENTS_USPTO.USPTO_OCE_OFFICE_ACTIONS.OFFICE_ACTIONS,PATENTS_USPTO.PATENTS.PUBLICATIONS.publication_date;PATENTS_USPTO.PATENTS.PUBLICATIONS.application_number;PATENTS_USPTO.PATENTS.PUBLICATIONS.publication_number;PATENTS_USPTO.PATENTS.PUBLICATIONS.grant_date;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_DOCUMENT_STATS.pat_wrd_ct;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_DOCUMENT_STATS.appl_id;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_DOCUMENT_STATS.pat_no;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_DOCUMENT_STATS.pat_clm_ct;PATENTS_USPTO.USPTO_OCE_CLAIMS.PGPUB_DOCUMENT_STATS.appl_id;PATENTS_USPTO.USPTO_OCE_CLAIMS.PGPUB_DOCUMENT_STATS.pub_wrd_ct;PATENTS_USPTO.USPTO_OCE_CLAIMS.PGPUB_DOCUMENT_STATS.pub_no;PATENTS_USPTO.USPTO_OCE_CLAIMS.PGPUB_DOCUMENT_STATS.pub_clm_ct;PATENTS_USPTO.USPTO_OCE_OFFICE_ACTIONS.MATCH_APP.app_id;PATENTS_USPTO.USPTO_OCE_OFFICE_ACTIONS.MATCH_APP.application_number;PATENTS_USPTO.USPTO_OCE_OFFICE_ACTIONS.OFFICE_ACTIONS.app_id;PATENTS_USPTO.USPTO_OCE_OFFICE_ACTIONS.OFFICE_ACTIONS.allowed_claims;PATENTS_USPTO.USPTO_OCE_OFFICE_ACTIONS.OFFICE_ACTIONS.mail_dt,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:27:59,used_precomputed:PATENTS_USPTO,,,,,,
sf_bq207,"Could you provide the earliest publication numbers, corresponding application numbers, claim numbers, and word counts for the top 100 independent patent claims, based on the highest word count, retrieved from claims stats within uspto_oce_claims (filtered by ind_flg='1'), matched with their publication numbers from uspto_oce_claims match, and further joined with patents publications to ensure only the earliest publication for each application is included, ordered by descending word count, and limited to the top 100 results?",azure/o3,,,,PATENTS_USPTO.PATENTS.PUBLICATIONS;PATENTS_USPTO.USPTO_OCE_CLAIMS.MATCH;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_CLAIMS_STATS,PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_CLAIMS_STATS.appl_id;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_CLAIMS_STATS.char_ct;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_CLAIMS_STATS.claim_no;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_CLAIMS_STATS.cns_ct;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_CLAIMS_STATS.ind_flg;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_CLAIMS_STATS.pat_no;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_CLAIMS_STATS.sf_ct;PATENTS_USPTO.USPTO_OCE_CLAIMS.PATENT_CLAIMS_STATS.word_ct;PATENTS_USPTO.USPTO_OCE_CLAIMS.MATCH.pat_no;PATENTS_USPTO.USPTO_OCE_CLAIMS.MATCH.pub_no;PATENTS_USPTO.USPTO_OCE_CLAIMS.MATCH.publication_number;PATENTS_USPTO.PATENTS.PUBLICATIONS.application_number;PATENTS_USPTO.PATENTS.PUBLICATIONS.application_number_formatted;PATENTS_USPTO.PATENTS.PUBLICATIONS.country_code;PATENTS_USPTO.PATENTS.PUBLICATIONS.family_id;PATENTS_USPTO.PATENTS.PUBLICATIONS.filing_date;PATENTS_USPTO.PATENTS.PUBLICATIONS.kind_code;PATENTS_USPTO.PATENTS.PUBLICATIONS.publication_date;PATENTS_USPTO.PATENTS.PUBLICATIONS.publication_number,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:28:16,used_precomputed:PATENTS_USPTO,,,,,,
sf_bq128,"Retrieve the following information for U.S. patents filed between January 1, 2014, and February 1, 2014. The patent title and abstract. The publication date of the patent. The number of backward citations for each patent (i.e., the number of patents cited by the current patent before its filing date). The number of forward citations for each patent within the first 5 years of its publication (i.e., the number of patents that cited the current patent within 5 years after its publication). For each patent, ensure the forward citations are counted only for citations within 5 years after the publication date, and backward citations are counted for citations before the filing date.",azure/o3,,,,PATENTSVIEW.PATENTSVIEW.FOREIGNCITATION;PATENTSVIEW.PATENTSVIEW.PATENT;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION,PATENTSVIEW.PATENTSVIEW.PATENT.abstract;PATENTSVIEW.PATENTSVIEW.PATENT.country;PATENTSVIEW.PATENTSVIEW.PATENT.date;PATENTSVIEW.PATENTSVIEW.PATENT.id;PATENTSVIEW.PATENTSVIEW.PATENT.title;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.application_id;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.date;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.number;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.patent_id;PATENTSVIEW.PATENTSVIEW.FOREIGNCITATION.country;PATENTSVIEW.PATENTSVIEW.FOREIGNCITATION.date;PATENTSVIEW.PATENTSVIEW.FOREIGNCITATION.number;PATENTSVIEW.PATENTSVIEW.FOREIGNCITATION.patent_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:28:28,used_precomputed:PATENTSVIEW,,,,,,
sf_bq246,"Retrieve U.S. patents with the number of forward citations within the first 3 years after the patent application date (i.e., patents citing the current patent within 3 years). Only include patents with both backward citations within 1 year before the application date and forward citations within 1 year after the application date. The query should focus on specific CPC categories, sort results by backward citations in descending order, and return the patent with the most backward citations, limiting to one result.",azure/o3,,,,PATENTSVIEW.PATENTSVIEW.CPC_GROUP;PATENTSVIEW.PATENTSVIEW.IPCR;PATENTSVIEW.PATENTSVIEW.PATENT;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION,PATENTSVIEW.PATENTSVIEW.PATENT.country;PATENTSVIEW.PATENTSVIEW.PATENT.date;PATENTSVIEW.PATENTSVIEW.PATENT.id;PATENTSVIEW.PATENTSVIEW.PATENT.number;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.application_id;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.date;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.number;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.patent_id;PATENTSVIEW.PATENTSVIEW.IPCR.main_group;PATENTSVIEW.PATENTSVIEW.IPCR.patent_id;PATENTSVIEW.PATENTSVIEW.IPCR.section;PATENTSVIEW.PATENTSVIEW.IPCR.subclass;PATENTSVIEW.PATENTSVIEW.IPCR.subgroup;PATENTSVIEW.PATENTSVIEW.CPC_GROUP.id;PATENTSVIEW.PATENTSVIEW.CPC_GROUP.title,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:28:44,used_precomputed:PATENTSVIEW,,,,,,
sf_bq052,"Retrieve the following information for U.S. patents: The patent ID, title, and application date. The number of backward citations within 1 month before the application date (i.e., patents that cited the current patent before its application). The number of forward citations within 1 month after the application date (i.e., patents that cited the current patent after its application). The abstract text of the patent. Only include patents that belong to specific CPC categories, such as subsection 'C05' or group 'A01G'. The query should filter patents to include only those that have at least one backward citation or one forward citation in the 1-month period specified. Sort the results by application date and return all matching records.",azure/o3,,,,PATENTSVIEW.PATENTSVIEW.IPCR;PATENTSVIEW.PATENTSVIEW.PATENT;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION,PATENTSVIEW.PATENTSVIEW.PATENT.abstract;PATENTSVIEW.PATENTSVIEW.PATENT.date;PATENTSVIEW.PATENTSVIEW.PATENT.id;PATENTSVIEW.PATENTSVIEW.PATENT.title;PATENTSVIEW.PATENTSVIEW.IPCR.classification_value;PATENTSVIEW.PATENTSVIEW.IPCR.main_group;PATENTSVIEW.PATENTSVIEW.IPCR.patent_id;PATENTSVIEW.PATENTSVIEW.IPCR.section;PATENTSVIEW.PATENTSVIEW.IPCR.subclass;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.application_id;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.date;PATENTSVIEW.PATENTSVIEW.USAPPLICATIONCITATION.patent_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:29:00,used_precomputed:PATENTSVIEW,,,,,,
sf_bq036,What was the average number of GitHub commits made per month in 2016 for repositories containing Python code?,azure/o3,,,,GITHUB_REPOS.GITHUB_REPOS.LANGUAGES;GITHUB_REPOS.GITHUB_REPOS.SAMPLE_COMMITS,GITHUB_REPOS.GITHUB_REPOS.SAMPLE_COMMITS.author;GITHUB_REPOS.GITHUB_REPOS.SAMPLE_COMMITS.commit;GITHUB_REPOS.GITHUB_REPOS.SAMPLE_COMMITS.committer;GITHUB_REPOS.GITHUB_REPOS.SAMPLE_COMMITS.repo_name;GITHUB_REPOS.GITHUB_REPOS.LANGUAGES.language;GITHUB_REPOS.GITHUB_REPOS.LANGUAGES.repo_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:29:04,used_precomputed:GITHUB_REPOS,,,,,,
sf_bq100,"How can we identify the top 10 most frequently used packages in GitHub repository contents by looking for import statements enclosed in parentheses, splitting any multi-line imports by newlines, extracting package names that appear within double quotes, counting how often these packages appear, ignoring any null results, and finally ordering them in descending order of their frequency? The final answer should remove the quotation marks.",azure/o3,,,,GITHUB_REPOS.GITHUB_REPOS.SAMPLE_CONTENTS,GITHUB_REPOS.GITHUB_REPOS.SAMPLE_CONTENTS.content;GITHUB_REPOS.GITHUB_REPOS.SAMPLE_CONTENTS.sample_repo_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:29:08,used_precomputed:GITHUB_REPOS,,,,,,
sf_bq101,"From GitHub Repos contents, how can we identify the top 10 most frequently imported package names in Java source files by splitting each file's content into lines, filtering for valid import statements, extracting only the package portion using a suitable regex, grouping by these extracted package names, counting their occurrences, and finally returning the 10 packages that appear most often in descending order of frequency?",azure/o3,,,,GITHUB_REPOS.GITHUB_REPOS.SAMPLE_CONTENTS,GITHUB_REPOS.GITHUB_REPOS.SAMPLE_CONTENTS.content;GITHUB_REPOS.GITHUB_REPOS.SAMPLE_CONTENTS.sample_path;GITHUB_REPOS.GITHUB_REPOS.SAMPLE_CONTENTS.sample_repo_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:29:12,used_precomputed:GITHUB_REPOS,,,,,,
sf_bq182,"Which primary programming languages, determined by the highest number of bytes in each repository, had at least 100 PullRequestEvents on January 18, 2023 across all their repositories?",azure/o3,,,,"GITHUB_REPOS_DATE.GITHUB_REPOS.LANGUAGES;GITHUB_REPOS_DATE.MONTH.""202301""","GITHUB_REPOS_DATE.GITHUB_REPOS.LANGUAGES.language;GITHUB_REPOS_DATE.GITHUB_REPOS.LANGUAGES.repo_name;GITHUB_REPOS_DATE.MONTH.""202301"".created_at;GITHUB_REPOS_DATE.MONTH.""202301"".repo;GITHUB_REPOS_DATE.MONTH.""202301"".type","{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:29:35,used_precomputed:GITHUB_REPOS_DATE,,,,,,
