instance_id,user_query,used_gold_tables,used_gold_joins,used_predicted_tables_cols,used_predicted_tables_cols_raw,model,examples_used,predicted_cte_briefs,raw_output,example_selection,timestamp
local020,Which bowler has the lowest bowling average per wicket taken?,false,false,false,true,azure/o3,"local023,local026,local021,local024","per_ball_runs: joins deliveries with batsman_scored and extra_runs to capture total runs per ball and bowler; bowler_total_runs: sums runs conceded for each bowler; bowler_wickets: counts wickets per bowler from wicket_taken, excluding run-outs and similar; bowler_averages: joins totals and wickets, calculating runs per wicket for bowlers with wickets>0; lowest_avg: retrieves bowler(s) with the smallest bowling average","per_ball_runs: joins deliveries with batsman_scored and extra_runs to capture total runs per ball and bowler; bowler_total_runs: sums runs conceded for each bowler; bowler_wickets: counts wickets per bowler from wicket_taken, excluding run-outs and similar; bowler_averages: joins totals and wickets, calculating runs per wicket for bowlers with wickets>0; lowest_avg: retrieves bowler(s) with the smallest bowling average","{""target_db"": ""IPL"", ""candidates_total"": 42, ""same_db_total"": 6, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local023,local026,local021,local024""}",2025-10-17T16:19:52
local021,Could you calculate the average of the total runs scored by all strikers who have scored more than 50 runs in any single match?,false,false,false,true,azure/o3,"local023,local228,local229,local024","delivery_runs: joins ball and scored tables, returns striker, match id, runs per delivery; striker_match_runs: aggregates total runs per striker per match; qualified_strikers: retains striker ids with match total runs greater than 50; striker_total_runs: sums runs across all matches for each qualified striker; final_average: calculates average of striker total runs for output","delivery_runs: joins ball and scored tables, returns striker, match id, runs per delivery; striker_match_runs: aggregates total runs per striker per match; qualified_strikers: retains striker ids with match total runs greater than 50; striker_total_runs: sums runs across all matches for each qualified striker; final_average: calculates average of striker total runs for output","{""target_db"": ""IPL"", ""candidates_total"": 41, ""same_db_total"": 5, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local023,local228,local229,local024""}",2025-10-17T16:20:07
local022,Retrieve the names of players who scored no less than 100 runs in a match while playing for the team that lost that match.,false,false,false,true,azure/o3,"local228,local024,local023,local026",player_match_runs: aggregates total runs per player per match from delivery and scoring tables; century_in_match: filters player_match_runs for totals ≥100; losing_side_centuries: joins century_in_match with player_match and match where team_id ≠ match_winner; player_names: selects distinct player names from losing_side_centuries via player table,player_match_runs: aggregates total runs per player per match from delivery and scoring tables; century_in_match: filters player_match_runs for totals ≥100; losing_side_centuries: joins century_in_match with player_match and match where team_id ≠ match_winner; player_names: selects distinct player names from losing_side_centuries via player table,"{""target_db"": ""IPL"", ""candidates_total"": 42, ""same_db_total"": 6, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local228,local024,local023,local026""}",2025-10-17T16:20:19
local023,"Please help me find the names of top 5 players with the highest average runs per match in season 5, along with their batting averages.",false,false,false,true,azure/o3,"local026,local229,local024,local021","season_5_deliveries: joins ball_by_ball, batsman_scored, and match to retain only season 5 deliveries; match_player_runs: aggregates runs per striker per match from season 5 deliveries; player_season_averages: sums season runs and match count per player, computing average runs per match; top_5_averages: joins player names, orders by average desc, limits to five players for output","season_5_deliveries: joins ball_by_ball, batsman_scored, and match to retain only season 5 deliveries; match_player_runs: aggregates runs per striker per match from season 5 deliveries; player_season_averages: sums season runs and match count per player, computing average runs per match; top_5_averages: joins player names, orders by average desc, limits to five players for output","{""target_db"": ""IPL"", ""candidates_total"": 41, ""same_db_total"": 5, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local026,local229,local024,local021""}",2025-10-17T16:20:34
local024,"Can you help me find the top 5 countries whose players have the highest average of their individual average runs per match across all seasons? Specifically, for each player, calculate their average runs per match over all matches they played, then compute the average of these player averages for each country, and include these country batting averages in the result.",false,false,false,true,azure/o3,"local228,local023,local229,local021","delivery_runs: joins ball_by_ball with batsman_scored to get striker, match_id, and runs per delivery; player_match_totals: aggregates delivery_runs to total runs per player per match; player_avg_runs: calculates each player's average runs per match across all matches; country_avg_runs: joins player_avg_runs with player table, averaging player averages per country; top_countries: selects top five countries by descending country batting average","delivery_runs: joins ball_by_ball with batsman_scored to get striker, match_id, and runs per delivery; player_match_totals: aggregates delivery_runs to total runs per player per match; player_avg_runs: calculates each player's average runs per match across all matches; country_avg_runs: joins player_avg_runs with player table, averaging player averages per country; top_countries: selects top five countries by descending country batting average","{""target_db"": ""IPL"", ""candidates_total"": 41, ""same_db_total"": 5, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local228,local023,local229,local021""}",2025-10-17T16:20:45
local025,"For each match, considering every innings, please combine runs from both batsman scored and extra runs for each over, then identify the single over with the highest total runs, retrieve the bowler for that over from the ball by ball table, and calculate the average of these highest over totals across all matches, ensuring that all runs and bowler details are accurately reflected.",false,false,false,true,azure/o3,"local229,local024,local026,local023","over_runs: aggregates batsman_scored and extra_runs per match, innings, over, adding total runs and bowler; max_over_per_match: selects the single over with highest total runs for each match using ranking; max_over_with_bowler: joins player table to attach bowler name to each match’s max over; avg_max_over_runs: computes average of these highest over totals across all matches","over_runs: aggregates batsman_scored and extra_runs per match, innings, over, adding total runs and bowler; max_over_per_match: selects the single over with highest total runs for each match using ranking; max_over_with_bowler: joins player table to attach bowler name to each match’s max over; avg_max_over_runs: computes average of these highest over totals across all matches","{""target_db"": ""IPL"", ""candidates_total"": 42, ""same_db_total"": 6, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local229,local024,local026,local023""}",2025-10-17T16:21:00
local028,"Could you generate a report that shows the number of delivered orders for each month in the years 2016, 2017, and 2018? Each column represents a year, and each row represents a month",false,false,false,true,azure/o3,"local066,local070,local015,local199","delivered_orders: filters olist_orders for delivered status with delivery date, extracts year and month; month_counts: counts orders per month-year for 2016–2018; calendar_months: generates rows for all twelve months; monthly_pivot: joins calendar to counts and pivots counts into 2016, 2017, 2018 columns","delivered_orders: filters olist_orders for delivered status with delivery date, extracts year and month; month_counts: counts orders per month-year for 2016–2018; calendar_months: generates rows for all twelve months; monthly_pivot: joins calendar to counts and pivots counts into 2016, 2017, 2018 columns","{""target_db"": ""Brazilian_E_Commerce"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local066,local070,local015,local199""}",2025-10-17T16:21:08
local031,"What is the highest monthly delivered orders volume in the year with the lowest annual delivered orders volume among 2016, 2017, and 2018?",false,false,false,true,azure/o3,"local032,local310,local300,local194",delivered_orders: filters delivered orders 2016–2018 and extracts date parts; yearly_volumes: counts delivered orders per year; lowest_volume_year: selects year with minimum yearly count; monthly_volumes: counts delivered orders per month within lowest year; peak_month_volume: retrieves month with highest count in lowest year,delivered_orders: filters delivered orders 2016–2018 and extracts date parts; yearly_volumes: counts delivered orders per year; lowest_volume_year: selects year with minimum yearly count; monthly_volumes: counts delivered orders per month within lowest year; peak_month_volume: retrieves month with highest count in lowest year,"{""target_db"": ""Brazilian_E_Commerce"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local032,local310,local300,local194""}",2025-10-17T16:21:16
local029,"Please identify the top three customers, based on their customer_unique_id, who have the highest number of delivered orders, and provide the average payment value, city, and state for each of these customers.",false,false,false,true,azure/o3,"local059,local024,local003,local075","delivered_orders: filters delivered orders and joins customers and payments to retrieve customer_unique_id and payment_value; customer_stats: aggregates delivered_orders to compute delivered_order_count and avg_payment_value per customer; top3_customers: orders customer_stats by delivered_order_count desc, selects top three, and appends customer city and state","delivered_orders: filters delivered orders and joins customers and payments to retrieve customer_unique_id and payment_value; customer_stats: aggregates delivered_orders to compute delivered_order_count and avg_payment_value per customer; top3_customers: orders customer_stats by delivered_order_count desc, selects top three, and appends customer city and state","{""target_db"": ""Brazilian_E_Commerce"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local059,local024,local003,local075""}",2025-10-17T16:21:30
local030,"Among all cities with delivered orders, find the five cities whose summed payments are the lowest, then calculate the average of their total payments and the average of their total delivered order counts.",false,false,false,true,azure/o3,"local099,local283,local196,local066","delivered_orders: selects orders with non-null delivered date; order_payments_sum: sums payment_value per order; city_totals: joins customers and delivered_orders with order_payments_sum, aggregating total payments and delivered order count per city; lowest_cities: selects five cities with smallest total payments; final_averages: averages total payments and order counts across lowest cities","delivered_orders: selects orders with non-null delivered date; order_payments_sum: sums payment_value per order; city_totals: joins customers and delivered_orders with order_payments_sum, aggregating total payments and delivered order count per city; lowest_cities: selects five cities with smallest total payments; final_averages: averages total payments and order counts across lowest cities","{""target_db"": ""Brazilian_E_Commerce"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local099,local283,local196,local066""}",2025-10-17T16:21:50
local032,"Could you help me find the sellers who excel in the following categories, considering only delivered orders: the seller with the highest number of distinct customer unique IDs, the seller with the highest profit (calculated as price minus freight value), the seller with the highest number of distinct orders, and the seller with the most 5-star ratings? For each category, please provide the seller ID and the corresponding value, labeling each row with a description of the achievement.",false,false,false,true,azure/o3,"local244,local099,local329,local141","delivered_orders: delivered status orders joined to customers for customer_unique_id; delivered_items: delivered_orders joined to order_items yielding seller_id, order_id, price, freight_value, customer_unique_id; seller_core_metrics: per seller compute distinct customer_unique_ids, distinct orders, and total profit; seller_five_stars: join delivered_items to reviews filtered to 5-star then count per seller; category_winners: select seller with highest value for each metric and attach achievement label","delivered_orders: delivered status orders joined to customers for customer_unique_id; delivered_items: delivered_orders joined to order_items yielding seller_id, order_id, price, freight_value, customer_unique_id; seller_core_metrics: per seller compute distinct customer_unique_ids, distinct orders, and total profit; seller_five_stars: join delivered_items to reviews filtered to 5-star then count per seller; category_winners: select seller with highest value for each metric and attach achievement label","{""target_db"": ""Brazilian_E_Commerce"", ""candidates_total"": 41, ""same_db_total"": 1, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local244,local099,local329,local141""}",2025-10-17T16:22:04
local034,"Could you help me calculate the average of the total number of payments made using the most preferred payment method for each product category, where the most preferred payment method in a category is the one with the highest number of payments?",false,false,false,true,azure/o3,"local067,local228,local010,local301",order_category_map: maps each order to product categories via items and products; category_payment_detail: joins payments to order_category_map to label payment rows with category; payment_type_totals: counts payments per category and payment_type; preferred_payment_counts: selects top payment_type per category by count; avg_preferred_payment_count: averages these top counts across categories,order_category_map: maps each order to product categories via items and products; category_payment_detail: joins payments to order_category_map to label payment rows with category; payment_type_totals: counts payments per category and payment_type; preferred_payment_counts: selects top payment_type per category by count; avg_preferred_payment_count: averages these top counts across categories,"{""target_db"": ""Brazilian_E_Commerce"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local067,local228,local010,local301""}",2025-10-17T16:22:16
local037,"Identify the top three product categories whose most commonly used payment type has the highest number of payments across all categories, and specify the number of payments made in each category using that payment type.",false,false,false,true,azure/o3,"local010,local070,local300,local099",order_category_items: joins order_items with products and translation to assign English category to each order item; payments_with_category: attaches payment_type to each item via order_payments join; category_payment_counts: counts payments per category and payment_type; category_top_payment: picks most common payment_type and its count per category; top_categories: ranks categories by top payment count and keeps three winners,order_category_items: joins order_items with products and translation to assign English category to each order item; payments_with_category: attaches payment_type to each item via order_payments join; category_payment_counts: counts payments per category and payment_type; category_top_payment: picks most common payment_type and its count per category; top_categories: ranks categories by top payment count and keeps three winners,"{""target_db"": ""Brazilian_E_Commerce"", ""candidates_total"": 41, ""same_db_total"": 1, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local010,local070,local300,local099""}",2025-10-17T16:22:33
local035,"In the “olist_geolocation” table, please identify which two consecutive cities, when sorted by geolocation_state, geolocation_city, geolocation_zip_code_prefix, geolocation_lat, and geolocation_lng, have the greatest distance between them based on the difference in distance computed between each city and its immediate predecessor in that ordering.",false,false,false,true,azure/o3,"local066,local141,local017,local056","sorted_locations: deduplicates and orders geolocations by state, city, zip_prefix, lat, lng; consecutive_distances: uses lag to capture predecessor coordinates and compute haversine distance between successive records; max_distance_pair: selects the two consecutive cities with the maximum computed distance","sorted_locations: deduplicates and orders geolocations by state, city, zip_prefix, lat, lng; consecutive_distances: uses lag to capture predecessor coordinates and compute haversine distance between successive records; max_distance_pair: selects the two consecutive cities with the maximum computed distance","{""target_db"": ""Brazilian_E_Commerce"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local066,local141,local017,local056""}",2025-10-17T16:22:42
local038,"Could you help me determine which actor starred most frequently in English-language children's category films that were rated either G or PG, had a running time of 120 minutes or less, and were released between 2000 and 2010? Please provide the actor's full name.",false,false,false,true,azure/o3,"local264,local201,local157,local070","english_films: selects English films released 2000–2010 with rating G/PG and length ≤120; child_films: joins english_films with film_category→category to keep 'Children' films; actor_counts: joins child_films to film_actor and counts films per actor; max_count: gets highest film_count from actor_counts; top_actor: joins actor_counts, max_count, and actor to output actor full name","english_films: selects English films released 2000–2010 with rating G/PG and length ≤120; child_films: joins english_films with film_category→category to keep 'Children' films; actor_counts: joins child_films to film_actor and counts films per actor; max_count: gets highest film_count from actor_counts; top_actor: joins actor_counts, max_count, and actor to output actor full name","{""target_db"": ""Pagila"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local264,local201,local157,local070""}",2025-10-17T16:22:53
local039,"Please help me find the film category with the highest total rental hours in cities where the city's name either starts with ""A"" or contains a hyphen. ",false,false,false,true,azure/o3,"local032,local015,local201,local003",city_scope: selects city_id with names starting 'A' or containing '-'; eligible_customers: finds customer_id whose address city_id is in city_scope; rental_durations: computes hours for each rental by eligible_customers; category_hours: sums rental hours per category via inventory and film_category; top_category: selects category with maximum total_hours,city_scope: selects city_id with names starting 'A' or containing '-'; eligible_customers: finds customer_id whose address city_id is in city_scope; rental_durations: computes hours for each rental by eligible_customers; category_hours: sums rental hours per category via inventory and film_category; top_category: selects category with maximum total_hours,"{""target_db"": ""Pagila"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local032,local015,local201,local003""}",2025-10-17T16:23:08
local040,"In the combined dataset that unifies the trees data with the income data by ZIP code, filling missing ZIP values where necessary, which three boroughs, restricted to records with median and mean income both greater than zero and a valid borough name, contain the highest number of trees, and what is the average mean income for each of these three boroughs?",false,false,false,true,azure/o3,"local099,local070,local264,local023","trees_clean: selects trees with valid boroname, fills missing zipcode when possible; income_filtered: keeps income rows where mean and median income exceed zero; joined_data: joins trees_clean with income_filtered on zipcode; borough_stats: aggregates joined_data for tree_count and average mean income per borough; top_three_boroughs: returns three boroughs with highest tree_count","trees_clean: selects trees with valid boroname, fills missing zipcode when possible; income_filtered: keeps income rows where mean and median income exceed zero; joined_data: joins trees_clean with income_filtered on zipcode; borough_stats: aggregates joined_data for tree_count and average mean income per borough; top_three_boroughs: returns three boroughs with highest tree_count","{""target_db"": ""modern_data"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local099,local070,local264,local023""}",2025-10-17T16:23:17
