instance_id,user_query,used_gold_tables,used_gold_joins,used_predicted_tables_cols,used_predicted_tables_cols_raw,used_external_knowledge,model,examples_used,predicted_cte_briefs,raw_output,example_selection,timestamp
sf_bq212,"For United States utility patents under the B2 classification granted between June and September of 2022, identify the most frequent 4-digit IPC code for each patent. Then, list the publication numbers and IPC4 codes of patents where this code appears 10 or more times.",false,false,true,true,true,azure/o3,,"filtered_pubs: Select US utility patents with kind B2 granted 2022-06-01–2022-09-30; ipc_per_pub: Unnest ipc array, derive 4-digit code, count occurrences for each publication-ipc4 pair; top_ipc4_per_pub: Pick ipc4 with highest count per publication (break ties by earliest code); popular_ipc4: Aggregate top codes, keep ipc4 occurring in at least 10 publications; final_list: Return publication_number and ipc4 where top code is in popular_ipc4 set","filtered_pubs: Select US utility patents with kind B2 granted 2022-06-01–2022-09-30; ipc_per_pub: Unnest ipc array, derive 4-digit code, count occurrences for each publication-ipc4 pair; top_ipc4_per_pub: Pick ipc4 with highest count per publication (break ties by earliest code); popular_ipc4: Aggregate top codes, keep ipc4 occurring in at least 10 publications; final_list: Return publication_number and ipc4 where top code is in popular_ipc4 set","{""target_db"": ""PATENTS"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:48:32
sf_bq214,"For United States utility patents under the B2 classification granted between 2010 and 2014, find the one with the most forward citations within a month of its filing date, and identify the most similar patent from the same filing year, regardless of its type.",false,false,true,true,true,azure/o3,,filter_us_b2: US B2 utility patents granted 2010-2014 with filing and grant dates; early_forward_cites: map cited_by to citing filings within 30-day window and count per patent; top_forward_patent: select patent with highest timely forward citation count; same_year_candidates: gather patents from top patent’s filing year across all types with embeddings; similarity_rank: compute and rank embedding similarity to top patent to pick closest match,filter_us_b2: US B2 utility patents granted 2010-2014 with filing and grant dates; early_forward_cites: map cited_by to citing filings within 30-day window and count per patent; top_forward_patent: select patent with highest timely forward citation count; same_year_candidates: gather patents from top patent’s filing year across all types with embeddings; similarity_rank: compute and rank embedding similarity to top patent to pick closest match,"{""target_db"": ""PATENTS_GOOGLE"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:48:53
sf_bq216,Identify the top five patents filed in the same year as `US-9741766-B2` that are most similar to it based on technological similarities. Please provide the publication numbers.,false,false,true,true,true,azure/o3,,"target_info: Retrieve filing year and embedding for US-9741766-B2; same_year_pats: Patents filed same year, excluding target, with embeddings; sim_scores: Compute dot product similarity between target and each candidate; ranked_similar: Sort by similarity descending, assign rank; top_five: Return publication_numbers for top five ranks","target_info: Retrieve filing year and embedding for US-9741766-B2; same_year_pats: Patents filed same year, excluding target, with embeddings; sim_scores: Compute dot product similarity between target and each candidate; ranked_similar: Sort by similarity descending, assign rank; top_five: Return publication_numbers for top five ranks","{""target_db"": ""PATENTS_GOOGLE"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:49:09
sf_bq247,"From the publications dataset, first identify the top six families with the most publications whose family_id is not '-1'. Then, using the abs_and_emb table (joined on publication_number), provide each of those families’ IDs alongside every non-empty abstract associated with their publications.",false,false,true,true,false,azure/o3,,"filtered_pubs: select publication_number and family_id where family_id <> '-1'; family_counts: count publications per family from filtered_pubs; top_families: retrieve six families with highest publication counts; family_pubs: publications from filtered_pubs belonging to top_families; abstracts_join: join family_pubs with abs_and_emb, keeping rows with non-empty abstract","filtered_pubs: select publication_number and family_id where family_id <> '-1'; family_counts: count publications per family from filtered_pubs; top_families: retrieve six families with highest publication counts; family_pubs: publications from filtered_pubs belonging to top_families; abstracts_join: join family_pubs with abs_and_emb, keeping rows with non-empty abstract","{""target_db"": ""PATENTS_GOOGLE"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:49:17
sf_bq127,"For each publication family whose earliest publication was first published in January 2015, please provide the earliest publication date, the distinct publication numbers, their country codes, the distinct CPC and IPC codes, distinct families (namely, the ids) that cite and are cited by this publication family. Please present all lists as comma-separated values, sorted alphabetically",false,false,true,true,false,azure/o3,,"family_first_pub: Earliest publication_date per family_id from PUBLICATIONS; jan2015_families: Families with earliest publication in January 2015; family_publications: Publications for jan2015_families with numbers, country_code, cpc, ipc; outgoing_citations: Distinct family_ids cited by family_publications via PUBLICATIONS.citation; incoming_citations: Distinct family_ids citing family_publications via ABS_AND_EMB.cited_by; family_aggregates: Combine earliest date, publication details, CPC, IPC, citing and cited families into sorted comma lists per family","family_first_pub: Earliest publication_date per family_id from PUBLICATIONS; jan2015_families: Families with earliest publication in January 2015; family_publications: Publications for jan2015_families with numbers, country_code, cpc, ipc; outgoing_citations: Distinct family_ids cited by family_publications via PUBLICATIONS.citation; incoming_citations: Distinct family_ids citing family_publications via ABS_AND_EMB.cited_by; family_aggregates: Combine earliest date, publication details, CPC, IPC, citing and cited families into sorted comma lists per family","{""target_db"": ""PATENTS_GOOGLE"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:49:35
sf_bq215,Which US patent (with a B2 kind code and a grant date between 2015 and 2018) has the highest originality score calculated as 1 - (the sum of squared occurrences of distinct 4-digit IPC codes in its backward citations divided by the square of the total occurrences of these 4-digit IPC codes)?,false,false,true,true,true,azure/o3,,filtered_b2_us: US B2 patents granted 2015–2018 with citation arrays; backward_citations: explode citations into citing–cited pairs; citations_ipc4: attach 4-digit IPC codes of each cited patent; ipc4_stats: counts per citing patent of each IPC4 and total occurrences; originality_calc: compute 1-Σ(n_k²)/(N²) originality per patent; ranked_originality: order patents by score and select top,filtered_b2_us: US B2 patents granted 2015–2018 with citation arrays; backward_citations: explode citations into citing–cited pairs; citations_ipc4: attach 4-digit IPC codes of each cited patent; ipc4_stats: counts per citing patent of each IPC4 and total occurrences; originality_calc: compute 1-Σ(n_k²)/(N²) originality per patent; ranked_originality: order patents by score and select top,"{""target_db"": ""PATENTS"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:49:48
sf_bq222,"Find the CPC technology areas in Germany that had the highest exponential moving average (smoothing factor 0.1) of patent filings per year, specifically for patents granted in December 2016. For each CPC group at level 4, show the full title, CPC group, and the year with the highest exponential moving average of patent filings.",false,false,true,true,true,azure/o3,,"dec_2016_grants: German patents granted in December 2016 with filing year and CPC codes; cpc_group_map: Level-4 CPC symbols with full titles from CPC_DEFINITION; patent_group_year: Map patents to level-4 CPC group symbols per filing year; yearly_counts: Count patents per group_symbol and filing_year; ema_by_year: Calculate exponential moving average (alpha 0.1) of yearly counts by group; top_ema_year: Select year with highest EMA per group; final_result: Join top_ema_year with cpc_group_map for title, group, peak_year, peak_ema","dec_2016_grants: German patents granted in December 2016 with filing year and CPC codes; cpc_group_map: Level-4 CPC symbols with full titles from CPC_DEFINITION; patent_group_year: Map patents to level-4 CPC group symbols per filing year; yearly_counts: Count patents per group_symbol and filing_year; ema_by_year: Calculate exponential moving average (alpha 0.1) of yearly counts by group; top_ema_year: Select year with highest EMA per group; final_result: Join top_ema_year with cpc_group_map for title, group, peak_year, peak_ema","{""target_db"": ""PATENTS"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:50:06
sf_bq221,"Identify the CPC technology areas with the highest exponential moving average of patent filings each year (with a smoothing factor of 0.2), considering only the first CPC code for each patent that has a valid filing date and a non-empty application number, and report the full CPC title along with the best year associated with the highest exponential moving average for each CPC group at level 5.",false,false,true,true,true,azure/o3,,"filtered_pubs: Publications with non-null application_number and valid filing_date, derive filing_year; primary_cpc5: First CPC code per patent, join definitions, keep level 5 symbols; yearly_counts: Count patents per CPC5 and filing_year; ema_yearly: Compute exponential moving average alpha 0.2 of annual counts per CPC5 ordered by year; best_years: Select year with highest EMA per CPC5 and its value; final_result: Attach full CPC title, output CPC symbol best_year and max_ema ordered by max_ema desc","filtered_pubs: Publications with non-null application_number and valid filing_date, derive filing_year; primary_cpc5: First CPC code per patent, join definitions, keep level 5 symbols; yearly_counts: Count patents per CPC5 and filing_year; ema_yearly: Compute exponential moving average alpha 0.2 of annual counts per CPC5 ordered by year; best_years: Select year with highest EMA per CPC5 and its value; final_result: Attach full CPC title, output CPC symbol best_year and max_ema ordered by max_ema desc","{""target_db"": ""PATENTS"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:50:30
sf_bq223,"Which assignees, excluding DENSO CORP itself, have cited patents assigned to DENSO CORP, and what are the titles of the primary CPC subclasses associated with these citations? Provide the name of each citing assignee (excluding DENSO CORP), the full title of the primary CPC subclass (based on the first CPC code), and the count of citations grouped by the citing assignee and the CPC subclass title. Ensure that only citations of patents with valid filing dates are considered, and focus on the first CPC code for each citing patent. The results should specifically exclude DENSO CORP as a citing assignee.",false,false,true,true,true,azure/o3,,"denso_patents: select DENSO CORP–assigned publication_numbers with valid filing_date; citation_links: explode citations to link each citing publication to cited denso_patent; citing_core: fetch citing publications, exclude DENSO CORP assignees, keep valid filing_date, extract first cpc symbol; primary_cpc_titles: join first cpc symbol to CPC_DEFINITION for full subclass title; assignee_cpc_counts: aggregate citation counts by citing assignee and subclass title","denso_patents: select DENSO CORP–assigned publication_numbers with valid filing_date; citation_links: explode citations to link each citing publication to cited denso_patent; citing_core: fetch citing publications, exclude DENSO CORP assignees, keep valid filing_date, extract first cpc symbol; primary_cpc_titles: join first cpc symbol to CPC_DEFINITION for full subclass title; assignee_cpc_counts: aggregate citation counts by citing assignee and subclass title","{""target_db"": ""PATENTS"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:50:39
sf_bq420,"Can you identify the top 5 patents that were initially rejected under section 101 with no allowed claims, based on the length of their granted claims? The patents should have been granted in the US between 2010 and 2023. Additionally, ensure to select the first office action date for each application. Please include their first publication numbers, along with their first publication dates, length of the filed claims and grant dates.",false,false,true,true,false,azure/o3,,"first_office_action: earliest office action per application with rejection_101 flag and zero allowed_claims; granted_pubs: US patents granted 2010-2023 with grant_date, publication_number, publication_date; granted_claims: claim and word counts for granted patents from PATENT_DOCUMENT_STATS; pub_claims: filed claim and word counts for first publications from PGPUB_DOCUMENT_STATS; patent_merged: combine granted_pubs, first_office_action, granted_claims, pub_claims via application ids; ranked_top5: top five patents by granted claim length after all filters","first_office_action: earliest office action per application with rejection_101 flag and zero allowed_claims; granted_pubs: US patents granted 2010-2023 with grant_date, publication_number, publication_date; granted_claims: claim and word counts for granted patents from PATENT_DOCUMENT_STATS; pub_claims: filed claim and word counts for first publications from PGPUB_DOCUMENT_STATS; patent_merged: combine granted_pubs, first_office_action, granted_claims, pub_claims via application ids; ranked_top5: top five patents by granted claim length after all filters","{""target_db"": ""PATENTS_USPTO"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:50:49
sf_bq207,"Could you provide the earliest publication numbers, corresponding application numbers, claim numbers, and word counts for the top 100 independent patent claims, based on the highest word count, retrieved from claims stats within uspto_oce_claims (filtered by ind_flg='1'), matched with their publication numbers from uspto_oce_claims match, and further joined with patents publications to ensure only the earliest publication for each application is included, ordered by descending word count, and limited to the top 100 results?",false,false,true,true,false,azure/o3,,"independent_claims: Select ind_flg='1' claims with appl_id, pat_no, claim_no, word_ct; pat_pub_links: Map pat_no to pub_no distinct from MATCH; claims_with_pubs: Join claims to pub links and publications adding application_number and publication_date; earliest_pubs: Keep earliest publication per application using row_number over publication_date; top_claims: Select earliest pubs claims ordered by word_ct desc limit 100","independent_claims: Select ind_flg='1' claims with appl_id, pat_no, claim_no, word_ct; pat_pub_links: Map pat_no to pub_no distinct from MATCH; claims_with_pubs: Join claims to pub links and publications adding application_number and publication_date; earliest_pubs: Keep earliest publication per application using row_number over publication_date; top_claims: Select earliest pubs claims ordered by word_ct desc limit 100","{""target_db"": ""PATENTS_USPTO"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:51:04
sf_bq128,"Retrieve the following information for U.S. patents filed between January 1, 2014, and February 1, 2014. The patent title and abstract. The publication date of the patent. The number of backward citations for each patent (i.e., the number of patents cited by the current patent before its filing date). The number of forward citations for each patent within the first 5 years of its publication (i.e., the number of patents that cited the current patent within 5 years after its publication). For each patent, ensure the forward citations are counted only for citations within 5 years after the publication date, and backward citations are counted for citations before the filing date.",false,false,true,true,true,azure/o3,,"filtered_patents: U.S. patents filed 2014-01-01–2014-02-01 with title, abstract, publication_date; backward_cites: links where filtered patent cites earlier patents before its filing date; backward_counts: aggregate backward_cites per patent; forward_cites_5yr: links where other patents cite filtered patents within 5 years post-publication; forward_counts: aggregate forward_cites_5yr per patent; final_output: combine filtered_patents with backward_counts and forward_counts for result set","filtered_patents: U.S. patents filed 2014-01-01–2014-02-01 with title, abstract, publication_date; backward_cites: links where filtered patent cites earlier patents before its filing date; backward_counts: aggregate backward_cites per patent; forward_cites_5yr: links where other patents cite filtered patents within 5 years post-publication; forward_counts: aggregate forward_cites_5yr per patent; final_output: combine filtered_patents with backward_counts and forward_counts for result set","{""target_db"": ""PATENTSVIEW"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:51:17
sf_bq246,"Retrieve U.S. patents with the number of forward citations within the first 3 years after the patent application date (i.e., patents citing the current patent within 3 years). Only include patents with both backward citations within 1 year before the application date and forward citations within 1 year after the application date. The query should focus on specific CPC categories, sort results by backward citations in descending order, and return the patent with the most backward citations, limiting to one result.",false,false,true,true,false,azure/o3,,"cpc_us_patents: US patents in requested CPC categories with application_date; backward_citations_1yr: Count prior patents cited within 1 year before each patent’s application; forward_citations_1yr: Count patents citing each within 1 year after application; forward_citations_3yr: Count patents citing each within 3 years after application; eligible_patents: Retain patents having ≥1 backward and ≥1 forward_1yr citation, join counts; ranked_patents: Sort eligible patents by backward count desc and limit to top record","cpc_us_patents: US patents in requested CPC categories with application_date; backward_citations_1yr: Count prior patents cited within 1 year before each patent’s application; forward_citations_1yr: Count patents citing each within 1 year after application; forward_citations_3yr: Count patents citing each within 3 years after application; eligible_patents: Retain patents having ≥1 backward and ≥1 forward_1yr citation, join counts; ranked_patents: Sort eligible patents by backward count desc and limit to top record","{""target_db"": ""PATENTSVIEW"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:51:29
sf_bq052,"Retrieve the following information for U.S. patents: The patent ID, title, and application date. The number of backward citations within 1 month before the application date (i.e., patents that cited the current patent before its application). The number of forward citations within 1 month after the application date (i.e., patents that cited the current patent after its application). The abstract text of the patent. Only include patents that belong to specific CPC categories, such as subsection 'C05' or group 'A01G'. The query should filter patents to include only those that have at least one backward citation or one forward citation in the 1-month period specified. Sort the results by application date and return all matching records.",false,false,true,true,false,azure/o3,,"relevant_patents: patents in C05 or A01G CPC categories with id,title,date,abstract; citation_links: USAPPLICATIONCITATION joined to patents to expose citing_date and cited_date for each pair; back_citations: count citations where cited patent is target and citing_date between date-30 and date; fwd_citations: count citations where cited patent is target and citing_date within 30 days after date; qualified_patents: combine patents with backward and forward counts, keep rows where at least one count >0","relevant_patents: patents in C05 or A01G CPC categories with id,title,date,abstract; citation_links: USAPPLICATIONCITATION joined to patents to expose citing_date and cited_date for each pair; back_citations: count citations where cited patent is target and citing_date between date-30 and date; fwd_citations: count citations where cited patent is target and citing_date within 30 days after date; qualified_patents: combine patents with backward and forward counts, keep rows where at least one count >0","{""target_db"": ""PATENTSVIEW"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:52:13
sf_bq036,What was the average number of GitHub commits made per month in 2016 for repositories containing Python code?,false,false,true,true,false,azure/o3,,python_repos: Repositories whose languages list includes Python; commits_2016: Commits dated 2016 for python_repos; monthly_commit_counts: Total 2016 commits per calendar month; avg_monthly_commits: Average commits across the twelve 2016 months,python_repos: Repositories whose languages list includes Python; commits_2016: Commits dated 2016 for python_repos; monthly_commit_counts: Total 2016 commits per calendar month; avg_monthly_commits: Average commits across the twelve 2016 months,"{""target_db"": ""GITHUB_REPOS"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:52:32
sf_bq100,"How can we identify the top 10 most frequently used packages in GitHub repository contents by looking for import statements enclosed in parentheses, splitting any multi-line imports by newlines, extracting package names that appear within double quotes, counting how often these packages appear, ignoring any null results, and finally ordering them in descending order of their frequency? The final answer should remove the quotation marks.",false,false,true,true,false,azure/o3,,import_blocks: Extract parenthesized import sections from file contents; import_lines: Split each import block into individual lines; package_tokens: Pull substrings within double quotes from lines; clean_packages: Remove quotes and discard null or empty names; package_counts: Count occurrences of each package across repos; top_packages: Select top 10 packages ordered by descending frequency,import_blocks: Extract parenthesized import sections from file contents; import_lines: Split each import block into individual lines; package_tokens: Pull substrings within double quotes from lines; clean_packages: Remove quotes and discard null or empty names; package_counts: Count occurrences of each package across repos; top_packages: Select top 10 packages ordered by descending frequency,"{""target_db"": ""GITHUB_REPOS"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:52:40
sf_bq101,"From GitHub Repos contents, how can we identify the top 10 most frequently imported package names in Java source files by splitting each file's content into lines, filtering for valid import statements, extracting only the package portion using a suitable regex, grouping by these extracted package names, counting their occurrences, and finally returning the 10 packages that appear most often in descending order of frequency?",false,false,true,true,false,azure/o3,,"java_files: Filter SAMPLE_CONTENTS to Java source rows; split_lines: Unnest each file’s content into individual lines retaining file metadata; import_lines: Select lines starting with 'import' ignoring comments and static qualifiers; extracted_packages: Regex extract package segment before last dot or wildcard from import lines; package_freq: Count and rank package occurrences, returning top 10 descending","java_files: Filter SAMPLE_CONTENTS to Java source rows; split_lines: Unnest each file’s content into individual lines retaining file metadata; import_lines: Select lines starting with 'import' ignoring comments and static qualifiers; extracted_packages: Regex extract package segment before last dot or wildcard from import lines; package_freq: Count and rank package occurrences, returning top 10 descending","{""target_db"": ""GITHUB_REPOS"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:52:53
