instance_id,user_query,model,examples_used,predicted_tables_and_columns,raw_output,predicted_tables_fq,predicted_columns_fq,example_selection,timestamp,flags,eval_tables_precision,eval_tables_recall,eval_tables_f1,eval_columns_precision,eval_columns_recall,eval_columns_f1
bq270,"What were the monthly add-to-cart and purchase conversion rates, calculated as a percentage of pageviews on product details, from January to March 2017?",azure/o3,"local071,local310,local196,local131",,,ga360.ga360.ga_sessions_201*,ga360.ga360.ga_sessions_201*.date;ga360.ga360.ga_sessions_201*.fullVisitorId;ga360.ga360.ga_sessions_201*.hits;ga360.ga360.ga_sessions_201*.totals;ga360.ga360.ga_sessions_201*.visitId;ga360.ga360.ga_sessions_201*.visitNumber,"{""candidates_total"": 90, ""chosen_ids"": ""local071,local310,local196,local131""}",2025-10-30T21:44:57,used_precomputed:ga360,,,,,,
bq275,Which visitor IDs belong to users whose first transaction occurred on a device explicitly labeled as 'mobile' on a later date than their first visit?,azure/o3,"local022,local024,local274,local253",,,ga360.ga360.ga_sessions_201*,ga360.ga360.ga_sessions_201*.date;ga360.ga360.ga_sessions_201*.device;ga360.ga360.ga_sessions_201*.fullVisitorId;ga360.ga360.ga_sessions_201*.totals;ga360.ga360.ga_sessions_201*.visitId;ga360.ga360.ga_sessions_201*.visitNumber;ga360.ga360.ga_sessions_201*.visitorId;ga360.ga360.ga_sessions_201*.visitStartTime,"{""candidates_total"": 90, ""chosen_ids"": ""local022,local024,local274,local253""}",2025-10-30T21:45:33,used_precomputed:ga360,,,,,,
bq374,"Calculates the percentage of new users who, between August 1, 2016, and April 30, 2017, both stayed on the site for more than 5 minutes during their initial visit and made a purchase on a subsequent visit at any later time, relative to the total number of new users in the same period.",azure/o3,"local130,local010,local072,local219",,,ga360.ga360.ga_sessions_201*,ga360.ga360.ga_sessions_201*.date;ga360.ga360.ga_sessions_201*.fullVisitorId;ga360.ga360.ga_sessions_201*.hits;ga360.ga360.ga_sessions_201*.totals;ga360.ga360.ga_sessions_201*.visitNumber;ga360.ga360.ga_sessions_201*.visitStartTime,"{""candidates_total"": 90, ""chosen_ids"": ""local130,local010,local072,local219""}",2025-10-30T21:46:02,used_precomputed:ga360,,,,,,
bq019,"In the 2014 CMS Medicare inpatient charges data, which DRG definition has the highest total number of discharges, and among the top three cities with the most discharges for that DRG definition, what are their respective weighted average total payments (weighted by total discharges)",azure/o3,"local010,local024,local023,local037",,,cms_data.cms_data.inpatient_charges_2014,cms_data.cms_data.inpatient_charges_2014.average_total_payments;cms_data.cms_data.inpatient_charges_2014.drg_definition;cms_data.cms_data.inpatient_charges_2014.hospital_referral_region_description;cms_data.cms_data.inpatient_charges_2014.provider_city;cms_data.cms_data.inpatient_charges_2014.provider_id;cms_data.cms_data.inpatient_charges_2014.provider_name;cms_data.cms_data.inpatient_charges_2014.provider_state;cms_data.cms_data.inpatient_charges_2014.total_discharges,"{""candidates_total"": 90, ""chosen_ids"": ""local010,local024,local023,local037""}",2025-10-30T21:46:24,used_precomputed:cms_data,,,,,,
bq234,What is the most prescribed medication in each state in 2014?,azure/o3,"local024,local015,local283,local031",,,cms_data.cms_data.concept;cms_data.cms_data.drug_exposure;cms_data.cms_data.location;cms_data.cms_data.part_d_prescriber_2014;cms_data.cms_data.person,cms_data.cms_data.part_d_prescriber_2014.drug_name;cms_data.cms_data.part_d_prescriber_2014.generic_name;cms_data.cms_data.part_d_prescriber_2014.nppes_provider_state;cms_data.cms_data.part_d_prescriber_2014.total_claim_count;cms_data.cms_data.drug_exposure.drug_concept_id;cms_data.cms_data.drug_exposure.drug_exposure_start_date;cms_data.cms_data.drug_exposure.person_id;cms_data.cms_data.person.location_id;cms_data.cms_data.person.person_id;cms_data.cms_data.location.location_id;cms_data.cms_data.location.state;cms_data.cms_data.concept.concept_id;cms_data.cms_data.concept.concept_name,"{""candidates_total"": 90, ""chosen_ids"": ""local024,local015,local283,local031""}",2025-10-30T21:46:58,used_precomputed:cms_data,,,,,,
bq235,Can you tell me which healthcare provider incurs the highest combined average costs for both outpatient and inpatient services in 2014?,azure/o3,"local196,local210,local201,local074",,,cms_data.inpatient_charges_2014;cms_data.outpatient_charges_2014,cms_data.outpatient_charges_2014.average_total_payments;cms_data.outpatient_charges_2014.provider_id;cms_data.outpatient_charges_2014.provider_name;cms_data.inpatient_charges_2014.average_total_payments;cms_data.inpatient_charges_2014.provider_id;cms_data.inpatient_charges_2014.provider_name,"{""candidates_total"": 90, ""chosen_ids"": ""local196,local210,local201,local074""}",2025-10-30T21:47:04,used_precomputed:cms_data,,,,,,
bq172,"For the drug with the highest total number of prescriptions in New York State during 2014, could you list the top five states with the highest total claim counts for this drug? Please also include their total claim counts and total drug costs. ",azure/o3,"local128,local024,local274,local244",,,cms_data.part_d_prescriber_2014,cms_data.part_d_prescriber_2014.drug_name;cms_data.part_d_prescriber_2014.generic_name;cms_data.part_d_prescriber_2014.nppes_provider_state;cms_data.part_d_prescriber_2014.total_claim_count;cms_data.part_d_prescriber_2014.total_drug_cost,"{""candidates_total"": 90, ""chosen_ids"": ""local128,local024,local274,local244""}",2025-10-30T21:47:12,used_precomputed:cms_data,,,,,,
bq177,"For the provider whose total inpatient Medicare cost from 2011 through 2015 is the highest (computed as the sum of average_medicare_payments multiplied by total_discharges), please list that provider’s yearly average inpatient cost and yearly average outpatient cost for each calendar year in this period, where the inpatient cost is calculated as the average of (average_medicare_payments × total_discharges) and the outpatient cost is calculated as the average of (average_total_payments × outpatient_services).",azure/o3,"local141,local193,local004,local008",,,cms_data.inpatient_charges_2011;cms_data.inpatient_charges_2012;cms_data.inpatient_charges_2013;cms_data.inpatient_charges_2014;cms_data.inpatient_charges_2015;cms_data.outpatient_charges_2011;cms_data.outpatient_charges_2012;cms_data.outpatient_charges_2013;cms_data.outpatient_charges_2014;cms_data.outpatient_charges_2015,cms_data.inpatient_charges_2011.average_medicare_payments;cms_data.inpatient_charges_2011.provider_id;cms_data.inpatient_charges_2011.provider_name;cms_data.inpatient_charges_2011.total_discharges;cms_data.inpatient_charges_2012.average_medicare_payments;cms_data.inpatient_charges_2012.provider_id;cms_data.inpatient_charges_2012.provider_name;cms_data.inpatient_charges_2012.total_discharges;cms_data.inpatient_charges_2013.average_medicare_payments;cms_data.inpatient_charges_2013.provider_id;cms_data.inpatient_charges_2013.provider_name;cms_data.inpatient_charges_2013.total_discharges;cms_data.inpatient_charges_2014.average_medicare_payments;cms_data.inpatient_charges_2014.provider_id;cms_data.inpatient_charges_2014.provider_name;cms_data.inpatient_charges_2014.total_discharges;cms_data.inpatient_charges_2015.average_medicare_payments;cms_data.inpatient_charges_2015.provider_id;cms_data.inpatient_charges_2015.provider_name;cms_data.inpatient_charges_2015.total_discharges;cms_data.outpatient_charges_2011.average_total_payments;cms_data.outpatient_charges_2011.outpatient_services;cms_data.outpatient_charges_2011.provider_id;cms_data.outpatient_charges_2011.provider_name;cms_data.outpatient_charges_2012.average_total_payments;cms_data.outpatient_charges_2012.outpatient_services;cms_data.outpatient_charges_2012.provider_id;cms_data.outpatient_charges_2012.provider_name;cms_data.outpatient_charges_2013.average_total_payments;cms_data.outpatient_charges_2013.outpatient_services;cms_data.outpatient_charges_2013.provider_id;cms_data.outpatient_charges_2013.provider_name;cms_data.outpatient_charges_2014.average_total_payments;cms_data.outpatient_charges_2014.outpatient_services;cms_data.outpatient_charges_2014.provider_id;cms_data.outpatient_charges_2014.provider_name;cms_data.outpatient_charges_2015.average_total_payments;cms_data.outpatient_charges_2015.outpatient_services;cms_data.outpatient_charges_2015.provider_id;cms_data.outpatient_charges_2015.provider_name,"{""candidates_total"": 90, ""chosen_ids"": ""local141,local193,local004,local008""}",2025-10-30T21:47:27,used_precomputed:cms_data,,,,,,
bq354,"Could you provide the percentage of participants for standard acne, atopic dermatitis, psoriasis, and vitiligo as defined by the International Classification of Diseases 10-CM (ICD-10-CM), including their subcategories? Please include all related concepts mapped to the standard ICD-10-CM codes (L70 for acne, L20 for atopic dermatitis, L40 for psoriasis, and L80 for vitiligo) by utilizing concept relationships, including descendant concepts. The percentage should be calculated based on the total number of participants, considering only the standard concepts and their related descendants.",azure/o3,"local010,local054,local070,local097",,,cms_data.concept;cms_data.concept_ancestor;cms_data.concept_relationship;cms_data.condition_era;cms_data.condition_occurrence;cms_data.person,cms_data.person.gender_concept_id;cms_data.person.person_id;cms_data.person.year_of_birth;cms_data.condition_occurrence.condition_concept_id;cms_data.condition_occurrence.condition_occurrence_id;cms_data.condition_occurrence.condition_source_concept_id;cms_data.condition_occurrence.condition_start_date;cms_data.condition_occurrence.person_id;cms_data.condition_era.condition_concept_id;cms_data.condition_era.condition_era_id;cms_data.condition_era.person_id;cms_data.concept.concept_code;cms_data.concept.concept_id;cms_data.concept.concept_name;cms_data.concept.standard_concept;cms_data.concept.vocabulary_id;cms_data.concept_ancestor.ancestor_concept_id;cms_data.concept_ancestor.descendant_concept_id;cms_data.concept_ancestor.min_levels_of_separation;cms_data.concept_relationship.concept_id_1;cms_data.concept_relationship.concept_id_2;cms_data.concept_relationship.relationship_id,"{""candidates_total"": 90, ""chosen_ids"": ""local010,local054,local070,local097""}",2025-10-30T21:47:39,used_precomputed:cms_data,,,,,,
bq355,Please tell me the percentage of participants not using quinapril and related medications(Quinapril RxCUI: 35208).,azure/o3,"local018,local196,local157,local081",,,cms_data.cms_data.concept;cms_data.cms_data.concept_ancestor;cms_data.cms_data.drug_era;cms_data.cms_data.person,cms_data.cms_data.person.person_id;cms_data.cms_data.drug_era.drug_concept_id;cms_data.cms_data.drug_era.drug_era_end_date;cms_data.cms_data.drug_era.drug_era_start_date;cms_data.cms_data.drug_era.person_id;cms_data.cms_data.concept_ancestor.ancestor_concept_id;cms_data.cms_data.concept_ancestor.descendant_concept_id;cms_data.cms_data.concept.concept_code;cms_data.cms_data.concept.concept_id;cms_data.cms_data.concept.concept_name;cms_data.cms_data.concept.vocabulary_id,"{""candidates_total"": 90, ""chosen_ids"": ""local018,local196,local157,local081""}",2025-10-30T21:48:01,used_precomputed:cms_data,,,,,,
bq032,Can you provide the latitude of the final coordinates for the hurricane that traveled the second longest distance in the North Atlantic during 2020?,azure/o3,"local017,local010,local152,local283",,,NOAA_DATA.PUBLIC.HURRICANES,NOAA_DATA.PUBLIC.HURRICANES.basin;NOAA_DATA.PUBLIC.HURRICANES.iso_time;NOAA_DATA.PUBLIC.HURRICANES.latitude;NOAA_DATA.PUBLIC.HURRICANES.longitude;NOAA_DATA.PUBLIC.HURRICANES.name;NOAA_DATA.PUBLIC.HURRICANES.season;NOAA_DATA.PUBLIC.HURRICANES.sid,"{""candidates_total"": 90, ""chosen_ids"": ""local017,local010,local152,local283""}",2025-10-30T21:48:16,used_precomputed:noaa_data,,,,,,
bq119,"Please show information about the hurricane with the third longest total travel distance in the North Atlantic during 2020, including its travel coordinates, the cumulative travel distance (in kilometers) at each point, and the maximum sustained wind speed at those times.",azure/o3,"local201,local228,local131,local022",,,noaa_data.hurricanes,noaa_data.hurricanes.basin;noaa_data.hurricanes.iso_time;noaa_data.hurricanes.latitude;noaa_data.hurricanes.longitude;noaa_data.hurricanes.name;noaa_data.hurricanes.season;noaa_data.hurricanes.sid;noaa_data.hurricanes.wmo_wind,"{""candidates_total"": 90, ""chosen_ids"": ""local201,local228,local131,local022""}",2025-10-30T21:48:21,used_precomputed:noaa_data,,,,,,
bq419,"Which 5 states had the most storm events from 1980 to 1995, considering only the top 1000 states with the highest event counts each year? Please use state abbreviations.",azure/o3,"local007,local015,local131,local141",,,noaa_data.storms_1980;noaa_data.storms_1981;noaa_data.storms_1982;noaa_data.storms_1983;noaa_data.storms_1984;noaa_data.storms_1985;noaa_data.storms_1986;noaa_data.storms_1987;noaa_data.storms_1988;noaa_data.storms_1989;noaa_data.storms_1990;noaa_data.storms_1991;noaa_data.storms_1992;noaa_data.storms_1993;noaa_data.storms_1994;noaa_data.storms_1995,noaa_data.storms_1980.event_begin_time;noaa_data.storms_1980.event_end_time;noaa_data.storms_1980.event_id;noaa_data.storms_1980.state;noaa_data.storms_1981.event_begin_time;noaa_data.storms_1981.event_end_time;noaa_data.storms_1981.event_id;noaa_data.storms_1981.state;noaa_data.storms_1982.event_begin_time;noaa_data.storms_1982.event_end_time;noaa_data.storms_1982.event_id;noaa_data.storms_1982.state;noaa_data.storms_1983.event_begin_time;noaa_data.storms_1983.event_end_time;noaa_data.storms_1983.event_id;noaa_data.storms_1983.state;noaa_data.storms_1984.event_begin_time;noaa_data.storms_1984.event_end_time;noaa_data.storms_1984.event_id;noaa_data.storms_1984.state;noaa_data.storms_1985.event_begin_time;noaa_data.storms_1985.event_end_time;noaa_data.storms_1985.event_id;noaa_data.storms_1985.state;noaa_data.storms_1986.event_begin_time;noaa_data.storms_1986.event_end_time;noaa_data.storms_1986.event_id;noaa_data.storms_1986.state;noaa_data.storms_1987.event_begin_time;noaa_data.storms_1987.event_end_time;noaa_data.storms_1987.event_id;noaa_data.storms_1987.state;noaa_data.storms_1988.event_begin_time;noaa_data.storms_1988.event_end_time;noaa_data.storms_1988.event_id;noaa_data.storms_1988.state;noaa_data.storms_1989.event_begin_time;noaa_data.storms_1989.event_end_time;noaa_data.storms_1989.event_id;noaa_data.storms_1989.state;noaa_data.storms_1990.event_begin_time;noaa_data.storms_1990.event_end_time;noaa_data.storms_1990.event_id;noaa_data.storms_1990.state;noaa_data.storms_1991.event_begin_time;noaa_data.storms_1991.event_end_time;noaa_data.storms_1991.event_id;noaa_data.storms_1991.state;noaa_data.storms_1992.event_begin_time;noaa_data.storms_1992.event_end_time;noaa_data.storms_1992.event_id;noaa_data.storms_1992.state;noaa_data.storms_1993.event_begin_time;noaa_data.storms_1993.event_end_time;noaa_data.storms_1993.event_id;noaa_data.storms_1993.state;noaa_data.storms_1994.event_begin_time;noaa_data.storms_1994.event_end_time;noaa_data.storms_1994.event_id;noaa_data.storms_1994.state;noaa_data.storms_1995.event_begin_time;noaa_data.storms_1995.event_end_time;noaa_data.storms_1995.event_id;noaa_data.storms_1995.state,"{""candidates_total"": 90, ""chosen_ids"": ""local007,local015,local131,local141""}",2025-10-30T21:48:41,used_precomputed:noaa_data,,,,,,
bq356,"Among all NOAA GSOD weather stations that recorded valid daily temperature data (non-missing temp, max, min) in 2019 and whose period of record began on or before January 1, 2000, and continued through at least June 30, 2019, how many of these stations achieved 90% or more of the maximum possible number of valid temperature-record days in 2019?",azure/o3,"local004,local209,local310,local015",,,noaa_data.gsod2019;noaa_data.stations,noaa_data.gsod2019.da;noaa_data.gsod2019.max;noaa_data.gsod2019.min;noaa_data.gsod2019.mo;noaa_data.gsod2019.stn;noaa_data.gsod2019.temp;noaa_data.gsod2019.wban;noaa_data.gsod2019.year;noaa_data.stations.begin;noaa_data.stations.end;noaa_data.stations.lat;noaa_data.stations.name;noaa_data.stations.usaf;noaa_data.stations.wban,"{""candidates_total"": 90, ""chosen_ids"": ""local004,local209,local310,local015""}",2025-10-30T21:48:56,used_precomputed:noaa_data,,,,,,
bq042,"Can you help me retrieve the average temperature, average wind speed, and precipitation for LaGuardia Airport in NYC on June 12 for each year from 2011 through 2020, specifically using the station ID 725030?",azure/o3,"local199,local128,local300,local358",,,noaa_data.gsod2011;noaa_data.gsod2012;noaa_data.gsod2013;noaa_data.gsod2014;noaa_data.gsod2015;noaa_data.gsod2016;noaa_data.gsod2017;noaa_data.gsod2018;noaa_data.gsod2019;noaa_data.gsod2020;noaa_data.stations,noaa_data.gsod2011.da;noaa_data.gsod2011.mo;noaa_data.gsod2011.prcp;noaa_data.gsod2011.stn;noaa_data.gsod2011.temp;noaa_data.gsod2011.wban;noaa_data.gsod2011.wdsp;noaa_data.gsod2011.year;noaa_data.gsod2012.da;noaa_data.gsod2012.mo;noaa_data.gsod2012.prcp;noaa_data.gsod2012.stn;noaa_data.gsod2012.temp;noaa_data.gsod2012.wban;noaa_data.gsod2012.wdsp;noaa_data.gsod2012.year;noaa_data.gsod2013.da;noaa_data.gsod2013.mo;noaa_data.gsod2013.prcp;noaa_data.gsod2013.stn;noaa_data.gsod2013.temp;noaa_data.gsod2013.wban;noaa_data.gsod2013.wdsp;noaa_data.gsod2013.year;noaa_data.gsod2014.da;noaa_data.gsod2014.mo;noaa_data.gsod2014.prcp;noaa_data.gsod2014.stn;noaa_data.gsod2014.temp;noaa_data.gsod2014.wban;noaa_data.gsod2014.wdsp;noaa_data.gsod2014.year;noaa_data.gsod2015.da;noaa_data.gsod2015.mo;noaa_data.gsod2015.prcp;noaa_data.gsod2015.stn;noaa_data.gsod2015.temp;noaa_data.gsod2015.wban;noaa_data.gsod2015.wdsp;noaa_data.gsod2015.year;noaa_data.gsod2016.da;noaa_data.gsod2016.mo;noaa_data.gsod2016.prcp;noaa_data.gsod2016.stn;noaa_data.gsod2016.temp;noaa_data.gsod2016.wban;noaa_data.gsod2016.wdsp;noaa_data.gsod2016.year;noaa_data.gsod2017.da;noaa_data.gsod2017.mo;noaa_data.gsod2017.prcp;noaa_data.gsod2017.stn;noaa_data.gsod2017.temp;noaa_data.gsod2017.wban;noaa_data.gsod2017.wdsp;noaa_data.gsod2017.year;noaa_data.gsod2018.da;noaa_data.gsod2018.mo;noaa_data.gsod2018.prcp;noaa_data.gsod2018.stn;noaa_data.gsod2018.temp;noaa_data.gsod2018.wban;noaa_data.gsod2018.wdsp;noaa_data.gsod2018.year;noaa_data.gsod2019.da;noaa_data.gsod2019.mo;noaa_data.gsod2019.prcp;noaa_data.gsod2019.stn;noaa_data.gsod2019.temp;noaa_data.gsod2019.wban;noaa_data.gsod2019.wdsp;noaa_data.gsod2019.year;noaa_data.gsod2020.da;noaa_data.gsod2020.mo;noaa_data.gsod2020.prcp;noaa_data.gsod2020.stn;noaa_data.gsod2020.temp;noaa_data.gsod2020.wban;noaa_data.gsod2020.wdsp;noaa_data.gsod2020.year;noaa_data.stations.begin;noaa_data.stations.country;noaa_data.stations.lat;noaa_data.stations.lon;noaa_data.stations.name;noaa_data.stations.state;noaa_data.stations.usaf;noaa_data.stations.wban,"{""candidates_total"": 90, ""chosen_ids"": ""local199,local128,local300,local358""}",2025-10-30T21:49:19,used_precomputed:noaa_data,,,,,,
