instance_id,user_query,used_gold_tables,used_gold_joins,used_predicted_tables_cols,used_predicted_tables_cols_raw,used_external_knowledge,model,examples_used,predicted_cte_briefs,raw_output,example_selection,timestamp
bq270,"What were the monthly add-to-cart and purchase conversion rates, calculated as a percentage of pageviews on product details, from January to March 2017?",false,false,false,false,true,azure/o3,"local024,local244,local021,local228","q1_product_hits: unnests product hits Jan–Mar 2017 for action types 2,3,6 excluding impressions; detail_views: monthly count of product detail view hits; add_to_cart: monthly count of add-to-cart hits; purchases: monthly count of purchase hits; monthly_rates: joins monthly counts computing add-to-cart and purchase percentages of detail views","q1_product_hits: unnests product hits Jan–Mar 2017 for action types 2,3,6 excluding impressions; detail_views: monthly count of product detail view hits; add_to_cart: monthly count of add-to-cart hits; purchases: monthly count of purchase hits; monthly_rates: joins monthly counts computing add-to-cart and purchase percentages of detail views","{""target_db"": ""ga360"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local024,local244,local021,local228""}",2025-10-31T09:39:15
bq275,Which visitor IDs belong to users whose first transaction occurred on a device explicitly labeled as 'mobile' on a later date than their first visit?,false,false,false,false,false,azure/o3,"local003,local253,local010,local099",first_visit: earliest visit_date per visitor_id; first_mobile_txn: earliest transaction_date per visitor_id on device 'mobile'; qualified_visitors: visitor_ids where first_mobile_txn_date occurs after first_visit_date,first_visit: earliest visit_date per visitor_id; first_mobile_txn: earliest transaction_date per visitor_id on device 'mobile'; qualified_visitors: visitor_ids where first_mobile_txn_date occurs after first_visit_date,"{""target_db"": ""ga360"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local003,local253,local010,local099""}",2025-10-31T09:39:22
bq374,"Calculates the percentage of new users who, between August 1, 2016, and April 30, 2017, both stayed on the site for more than 5 minutes during their initial visit and made a purchase on a subsequent visit at any later time, relative to the total number of new users in the same period.",false,false,false,false,false,azure/o3,"local196,local064,local194,local097",first_visits: earliest visit per user with timestamp and duration; new_users: first_visits occurring between 2016-08-01 and 2017-04-30; long_first_visits: new_users with initial visit duration over 300 seconds; post_visit_purchases: users having any purchase after their first visit timestamp; qualified_users: intersection of long_first_visits and post_visit_purchases; summary_stats: counts new_users and qualified_users and derives percentage,first_visits: earliest visit per user with timestamp and duration; new_users: first_visits occurring between 2016-08-01 and 2017-04-30; long_first_visits: new_users with initial visit duration over 300 seconds; post_visit_purchases: users having any purchase after their first visit timestamp; qualified_users: intersection of long_first_visits and post_visit_purchases; summary_stats: counts new_users and qualified_users and derives percentage,"{""target_db"": ""ga360"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local196,local064,local194,local097""}",2025-10-31T09:39:35
bq019,"In the 2014 CMS Medicare inpatient charges data, which DRG definition has the highest total number of discharges, and among the top three cities with the most discharges for that DRG definition, what are their respective weighted average total payments (weighted by total discharges)",false,false,false,false,false,azure/o3,"local283,local017,local311,local015",drg_discharges: sums total_discharges per DRG across dataset; top_drg: selects DRG with maximum total discharges; drg_city_rows: filters records to only the top DRG; city_payment_stats: aggregates per city total discharges and weighted average total payments; top_three_cities: ranks cities by discharges and keeps top three,drg_discharges: sums total_discharges per DRG across dataset; top_drg: selects DRG with maximum total discharges; drg_city_rows: filters records to only the top DRG; city_payment_stats: aggregates per city total discharges and weighted average total payments; top_three_cities: ranks cities by discharges and keeps top three,"{""target_db"": ""cms_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local283,local017,local311,local015""}",2025-10-31T09:39:46
bq234,What is the most prescribed medication in each state in 2014?,false,false,false,false,false,azure/o3,"local075,local283,local032,local264",prescriptions_2014: filters prescription records to year 2014; state_med_counts: counts prescriptions per medication within each state for 2014; top_med_per_state: ranks counts and selects highest per state,prescriptions_2014: filters prescription records to year 2014; state_med_counts: counts prescriptions per medication within each state for 2014; top_med_per_state: ranks counts and selects highest per state,"{""target_db"": ""cms_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local075,local283,local032,local264""}",2025-10-31T09:39:52
bq235,Can you tell me which healthcare provider incurs the highest combined average costs for both outpatient and inpatient services in 2014?,false,false,false,false,false,azure/o3,"local219,local283,local026,local064","claims_2014: selects service records dated in 2014; avg_costs_by_type: computes average cost per provider and service_type; combined_avgs: merges outpatient and inpatient averages, deriving combined_average per provider; top_provider: orders providers by combined_average descending, returning highest","claims_2014: selects service records dated in 2014; avg_costs_by_type: computes average cost per provider and service_type; combined_avgs: merges outpatient and inpatient averages, deriving combined_average per provider; top_provider: orders providers by combined_average descending, returning highest","{""target_db"": ""cms_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local219,local283,local026,local064""}",2025-10-31T09:40:03
bq172,"For the drug with the highest total number of prescriptions in New York State during 2014, could you list the top five states with the highest total claim counts for this drug? Please also include their total claim counts and total drug costs. ",false,false,false,false,false,azure/o3,"local015,local075,local017,local059",ny_2014_drug_totals: sums 2014 claim counts per drug for New York; top_ny_drug: picks drug with max New York claims; drug_state_totals_2014: aggregates 2014 claim counts and costs per state for that drug; top5_states: selects five states with highest claim totals,ny_2014_drug_totals: sums 2014 claim counts per drug for New York; top_ny_drug: picks drug with max New York claims; drug_state_totals_2014: aggregates 2014 claim counts and costs per state for that drug; top5_states: selects five states with highest claim totals,"{""target_db"": ""cms_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local015,local075,local017,local059""}",2025-10-31T09:40:15
bq177,"For the provider whose total inpatient Medicare cost from 2011 through 2015 is the highest (computed as the sum of average_medicare_payments multiplied by total_discharges), please list that provider’s yearly average inpatient cost and yearly average outpatient cost for each calendar year in this period, where the inpatient cost is calculated as the average of (average_medicare_payments × total_discharges) and the outpatient cost is calculated as the average of (average_total_payments × outpatient_services).",false,false,false,false,false,azure/o3,"local017,local064,local301,local032",inpatient_yrs: selects 2011-2015 inpatient rows adding cost_medicare as average_medicare_payments*total_discharges; inpatient_provider_totals: sums cost_medicare across years per provider; top_provider: picks provider with highest total inpatient cost; yearly_inpatient_avg: averages cost_medicare per year for top_provider; outpatient_yrs: selects 2011-2015 outpatient rows adding cost_total as average_total_payments*outpatient_services; yearly_outpatient_avg: averages cost_total per year for top_provider; combined_yearly_costs: merges yearly inpatient and outpatient averages for final display,inpatient_yrs: selects 2011-2015 inpatient rows adding cost_medicare as average_medicare_payments*total_discharges; inpatient_provider_totals: sums cost_medicare across years per provider; top_provider: picks provider with highest total inpatient cost; yearly_inpatient_avg: averages cost_medicare per year for top_provider; outpatient_yrs: selects 2011-2015 outpatient rows adding cost_total as average_total_payments*outpatient_services; yearly_outpatient_avg: averages cost_total per year for top_provider; combined_yearly_costs: merges yearly inpatient and outpatient averages for final display,"{""target_db"": ""cms_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local017,local064,local301,local032""}",2025-10-31T09:40:33
bq354,"Could you provide the percentage of participants for standard acne, atopic dermatitis, psoriasis, and vitiligo as defined by the International Classification of Diseases 10-CM (ICD-10-CM), including their subcategories? Please include all related concepts mapped to the standard ICD-10-CM codes (L70 for acne, L20 for atopic dermatitis, L40 for psoriasis, and L80 for vitiligo) by utilizing concept relationships, including descendant concepts. The percentage should be calculated based on the total number of participants, considering only the standard concepts and their related descendants.",false,false,false,false,false,azure/o3,"local229,local099,local157,local199",base_icd10_codes: retrieve standard concept_ids for root ICD-10-CM codes L70 L20 L40 L80; descendant_concepts: list each root code’s standard descendants via concept_ancestor; condition_patient_counts: count distinct participants per root code using condition_occurrence and descendant set; total_participants: count all distinct participants from person table; percent_of_participants: calculate percentage per root code using patient counts over total participants,base_icd10_codes: retrieve standard concept_ids for root ICD-10-CM codes L70 L20 L40 L80; descendant_concepts: list each root code’s standard descendants via concept_ancestor; condition_patient_counts: count distinct participants per root code using condition_occurrence and descendant set; total_participants: count all distinct participants from person table; percent_of_participants: calculate percentage per root code using patient counts over total participants,"{""target_db"": ""cms_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local229,local099,local157,local199""}",2025-10-31T09:40:46
bq355,Please tell me the percentage of participants not using quinapril and related medications(Quinapril RxCUI: 35208).,false,false,false,false,false,azure/o3,"local056,local201,local194,local023",related_rxcuis: retrieves quinapril RxCUI 35208 plus descendant or synonymous RxCUIs; quinapril_exposures: filters medication records for RxCUIs in related_rxcuis; quinapril_users: selects distinct participant_ids with quinapril_exposures; total_participants: counts all distinct participant_ids in study; non_use_percentage: calculates percentage of participants absent from quinapril_users out of total_participants,related_rxcuis: retrieves quinapril RxCUI 35208 plus descendant or synonymous RxCUIs; quinapril_exposures: filters medication records for RxCUIs in related_rxcuis; quinapril_users: selects distinct participant_ids with quinapril_exposures; total_participants: counts all distinct participant_ids in study; non_use_percentage: calculates percentage of participants absent from quinapril_users out of total_participants,"{""target_db"": ""cms_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local056,local201,local194,local023""}",2025-10-31T09:40:57
bq032,Can you provide the latitude of the final coordinates for the hurricane that traveled the second longest distance in the North Atlantic during 2020?,false,false,false,false,true,azure/o3,"local075,local228,local064,local264",atlantic_2020_tracks: filters hurricane track records to 2020 North Atlantic basin; ordered_track_points: orders each storm's points chronologically and assigns sequence numbers; point_segments: joins consecutive ordered points to compute segment distances with ST_DISTANCE; storm_total_distance: aggregates segment distances per storm to get traveled distance; second_longest_storm: ranks storms by total distance and selects the second longest; storm_final_position: returns latitude of the last coordinate for the selected storm,atlantic_2020_tracks: filters hurricane track records to 2020 North Atlantic basin; ordered_track_points: orders each storm's points chronologically and assigns sequence numbers; point_segments: joins consecutive ordered points to compute segment distances with ST_DISTANCE; storm_total_distance: aggregates segment distances per storm to get traveled distance; second_longest_storm: ranks storms by total distance and selects the second longest; storm_final_position: returns latitude of the last coordinate for the selected storm,"{""target_db"": ""noaa_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local075,local228,local064,local264""}",2025-10-31T09:41:11
bq119,"Please show information about the hurricane with the third longest total travel distance in the North Atlantic during 2020, including its travel coordinates, the cumulative travel distance (in kilometers) at each point, and the maximum sustained wind speed at those times.",false,false,false,false,true,azure/o3,"local283,local024,local244,local196","storm_tracks_2020: track points for North Atlantic storms in 2020; point_distances: great-circle distance between consecutive points per storm; storm_totals: summed segment distances for each storm in kilometers; third_longest_storm: storm with third greatest total travel distance; cumulative_path: coordinates, cumulative distance, and max sustained wind for the selected storm ordered chronologically","storm_tracks_2020: track points for North Atlantic storms in 2020; point_distances: great-circle distance between consecutive points per storm; storm_totals: summed segment distances for each storm in kilometers; third_longest_storm: storm with third greatest total travel distance; cumulative_path: coordinates, cumulative distance, and max sustained wind for the selected storm ordered chronologically","{""target_db"": ""noaa_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local283,local024,local244,local196""}",2025-10-31T09:41:22
bq419,"Which 5 states had the most storm events from 1980 to 1995, considering only the top 1000 states with the highest event counts each year? Please use state abbreviations.",false,false,false,false,false,azure/o3,"local228,local021,local301,local026",yearly_state_counts: counts events per state and year 1980–1995; top1000_by_year: retains states whose yearly counts rank in top 1000; period_totals: sums yearly counts per state across full period; top5_states: picks five states with highest summed counts,yearly_state_counts: counts events per state and year 1980–1995; top1000_by_year: retains states whose yearly counts rank in top 1000; period_totals: sums yearly counts per state across full period; top5_states: picks five states with highest summed counts,"{""target_db"": ""noaa_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local228,local021,local301,local026""}",2025-10-31T09:41:34
bq356,"Among all NOAA GSOD weather stations that recorded valid daily temperature data (non-missing temp, max, min) in 2019 and whose period of record began on or before January 1, 2000, and continued through at least June 30, 2019, how many of these stations achieved 90% or more of the maximum possible number of valid temperature-record days in 2019?",false,false,false,false,false,azure/o3,"local059,local026,local157,local010","station_metadata_filtered: selects stations with start_date ≤2000-01-01 and end_date ≥2019-06-30; valid_obs_2019: 2019 daily rows for these stations with non-null temp, max, min; station_valid_counts: counts distinct valid days per station in 2019; high_coverage_stations: keeps stations with valid_day_count ≥329 (≥90 % of 365)","station_metadata_filtered: selects stations with start_date ≤2000-01-01 and end_date ≥2019-06-30; valid_obs_2019: 2019 daily rows for these stations with non-null temp, max, min; station_valid_counts: counts distinct valid days per station in 2019; high_coverage_stations: keeps stations with valid_day_count ≥329 (≥90 % of 365)","{""target_db"": ""noaa_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local059,local026,local157,local010""}",2025-10-31T09:41:45
bq042,"Can you help me retrieve the average temperature, average wind speed, and precipitation for LaGuardia Airport in NYC on June 12 for each year from 2011 through 2020, specifically using the station ID 725030?",false,false,false,false,false,azure/o3,"local017,local059,local194,local130","station_data: filters observations for station 725030 between 2011-2020; jun12_data: selects only June 12 records from station_data; daily_metrics: aggregates per year average temperature, average wind speed, and total precipitation","station_data: filters observations for station 725030 between 2011-2020; jun12_data: selects only June 12 records from station_data; daily_metrics: aggregates per year average temperature, average wind speed, and total precipitation","{""target_db"": ""noaa_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local017,local059,local194,local130""}",2025-10-31T09:41:54
bq394,"What are the top 3 months between 2010 and 2014 with the smallest sum of absolute differences between the average air temperature, wet bulb temperature, dew point temperature, and sea surface temperature, including respective years and sum of differences? Please present the year and month in numerical format.",false,false,false,false,false,azure/o3,"local003,local097,local010,local067","period_data: filters readings to dates 2010-01-01 through 2014-12-31; monthly_means: averages air, wet_bulb, dew_point, sea_surface temps per year-month; monthly_similarity: sums absolute differences among the four monthly averages; top_months: selects three months with smallest difference sums including year, month, score","period_data: filters readings to dates 2010-01-01 through 2014-12-31; monthly_means: averages air, wet_bulb, dew_point, sea_surface temps per year-month; monthly_similarity: sums absolute differences among the four monthly averages; top_months: selects three months with smallest difference sums including year, month, score","{""target_db"": ""noaa_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local003,local097,local010,local067""}",2025-10-31T09:42:09
bq357,"What are the latitude and longitude coordinates and dates between 2005 and 2015 with the top 5 highest daily average wind speeds, excluding records with missing wind speed values? Using data from tables start with prefix ""icoads_core"".",false,false,false,false,false,azure/o3,"local059,local056,local264,local201","valid_obs_2005_2015: filters icoads_core records to 2005-2015 range and non-null wind_speed; daily_wind_avg: averages wind_speed per latitude, longitude, calendar date; top5_daily_wind: selects five highest daily averages with corresponding coords and date","valid_obs_2005_2015: filters icoads_core records to 2005-2015 range and non-null wind_speed; daily_wind_avg: averages wind_speed per latitude, longitude, calendar date; top5_daily_wind: selects five highest daily averages with corresponding coords and date","{""target_db"": ""noaa_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local059,local056,local264,local201""}",2025-10-31T09:42:18
bq181,"What percentage of weather stations recorded valid temperature data (with no missing or invalid values) for at least 90% of the days in 2022, where the temperature, maximum, and minimum values are neither NULL nor equal to 9999.9, and the station has a valid identifier (USAF code not equal to '999999'), out of all available stations in the NOAA GSOD database?",false,false,false,false,false,azure/o3,"local264,local097,local037,local283","obs_2022: filters 2022 GSOD records with USAF code not '999999'; valid_obs: keeps obs_2022 rows where temp, max, min are not null and not 9999.9; valid_counts: counts distinct valid days per station from valid_obs; qualifying_stations: selects stations with valid_day_count ≥ 0.9*365; all_stations: gathers distinct stations present in obs_2022 for denominator","obs_2022: filters 2022 GSOD records with USAF code not '999999'; valid_obs: keeps obs_2022 rows where temp, max, min are not null and not 9999.9; valid_counts: counts distinct valid days per station from valid_obs; qualifying_stations: selects stations with valid_day_count ≥ 0.9*365; all_stations: gathers distinct stations present in obs_2022 for denominator","{""target_db"": ""noaa_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local264,local097,local037,local283""}",2025-10-31T09:42:35
bq045,Which weather stations in Washington State recorded more than 150 rainy days in 2023 but fewer rainy days compared to 2022? Defining a “rainy day” as one having precipitation greater than zero millimeters and not equal to 99.99. Only include stations with valid precipitation data.,false,false,false,false,false,azure/o3,"local229,local003,local037,local253","wa_weather: Washington station records with precipitation not null and !=99.99; rainy_observations: flags precipitation>0 as rainy_day and extracts observation year; annual_rain_counts: totals rainy_day per station and year; year_comparison: joins 2022 and 2023 counts, keeps stations where 2023>150 and 2023<2022; qualified_stations: selects station identifiers and rainy-day counts for output","wa_weather: Washington station records with precipitation not null and !=99.99; rainy_observations: flags precipitation>0 as rainy_day and extracts observation year; annual_rain_counts: totals rainy_day per station and year; year_comparison: joins 2022 and 2023 counts, keeps stations where 2023>150 and 2023<2022; qualified_stations: selects station identifiers and rainy-day counts for output","{""target_db"": ""noaa_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local229,local003,local037,local253""}",2025-10-31T09:42:50
