mem_id,instance_id,db,scope,sql_operations,table,column,data_type,nulls,rule
10,bq022,all,generic,aggregation;window;quantile;transformation,all,all,numeric,all,"ENSURE: Perform all computations (aggregations, quantiles, window functions) on raw values, then apply unit conversions or transformations only in the final SELECT | PRINCIPLE: Computing aggregates or quantiles on transformed values (e.g., ROUND(seconds/60), CAST(value AS type)) can cause boundary errors, binning inconsistencies, and incorrect statistical results; raw values preserve precision and correct ordering | WHEN_TO_APPLY: When calculating MIN, MAX, AVG, NTILE, PERCENTILE, or any aggregate/window function that depends on numeric ordering or grouping | EXAMPLE_USAGE: Incorrect: WITH bins AS (SELECT NTILE(4) OVER (ORDER BY ROUND(seconds/60)) AS quartile FROM data) SELECT MIN(ROUND(seconds/60)) FROM bins GROUP BY quartile; Correct: WITH bins AS (SELECT NTILE(4) OVER (ORDER BY seconds) AS quartile, seconds FROM data) SELECT ROUND(MIN(seconds)/60) AS min_minutes FROM bins GROUP BY quartile; Exception: If the question explicitly asks to compute on transformed values (e.g., 'group by rounded minutes'), follow the question's intent."
11,bq022,chicago,question,NA,NA,NA,NA,NA,"The fix was to base quantile bins on raw trip_seconds (with unique_key tie‐breaker) and allow trips rounding to 0 minutes by simplifying the WHERE clause, aligning the sextile boundaries and aggregate values with the GOLD result."
12,bq039,new_york_plus,db,where;date;filter,valid_trips,valid_trips.pickup_datetime,date,all,"ENSURE: filter valid_trips rows using DATE(pickup_datetime) and DATE(dropoff_datetime) for date-based range selections | CONTEXT: valid_trips contains pickup_datetime and dropoff_datetime columns; filtering by DATE instead of TIMESTAMP ensures trips are correctly included by date, regardless of timestamp part | WHEN_TO_CHECK: When filtering trips for specific date ranges from valid_trips | EXAMPLE_USAGE: For selecting trips on a date range, use ""WHERE DATE(pickup_datetime) BETWEEN '2016-07-01' AND '2016-07-07'"" and avoid comparing full timestamps like ""WHERE pickup_datetime BETWEEN ..."", which can exclude intended rows."
13,bq039,new_york_plus,db,round;division;cast,valid_trips,valid_trips.driving_speed_miles_per_hour,numeric,all,"ENSURE: ROUND the calculation of driving_speed_miles_per_hour for reporting results | CONTEXT: valid_trips contains calculation for driving_speed_miles_per_hour; rounding aligns output with reporting requirements and GOLD matches | WHEN_TO_CHECK: When calculating and selecting driving_speed_miles_per_hour | EXAMPLE_USAGE: Use ""ROUND((miles / seconds) * 3600, 2)"" instead of just ""(miles / seconds) * 3600"" to ensure output values match expectations."
14,bq039,new_york_plus,db,case when;division;cast,valid_trips,valid_trips.tip_rate,numeric,Yes,"ENSURE: calculate tip_rate using CASE WHEN vt.total_amount = 0 THEN 0 ELSE ... to prevent division by zero or misleading rates | CONTEXT: valid_trips has total_amount and tip_amount; if total_amount is zero, tip_rate should be zero, not NULL or error | WHEN_TO_CHECK: When deriving tip_rate, especially when total_amount can be zero | EXAMPLE_USAGE: Use ""CASE WHEN vt.total_amount = 0 THEN 0 ELSE vt.tip_amount / vt.total_amount END"" rather than only ""vt.tip_amount / vt.total_amount""."
15,bq039,new_york_plus,db,inner join;join,valid_trips,all,all,all,"ENSURE: use INNER JOIN instead of LEFT JOIN for pickup_zone and dropoff_zone lookups to exclude rows missing zone data | CONTEXT: pickup_zone and dropoff_zone tables must be matched to valid_trips records for zone information; only trips with matching zones should be included | WHEN_TO_CHECK: When joining valid_trips with pickup_zone and dropoff_zone to get zone details | EXAMPLE_USAGE: Use ""INNER JOIN pickup_zone ... INNER JOIN dropoff_zone ..."" instead of ""LEFT JOIN ..."", so that trips missing zone information are not included in the final set."
16,bq039,all,generic,where;date;filter,all,all,date,all,"VERIFY: date-based filters use DATE() extraction from datetime columns for range selection | PRINCIPLE: Filtering on DATE(datetime_column) ensures all rows for a specific day are included regardless of time portion | WHEN_TO_APPLY: Whenever querying rows for date ranges using datetime columns | EXAMPLE_USAGE: Using ""WHERE DATE(start_time) BETWEEN 'YYYY-MM-DD' AND 'YYYY-MM-DD'"" includes all times on those dates; ""WHERE start_time BETWEEN ..."" with timestamps may miss some rows."
17,bq039,all,generic,round;division;cast,all,all,numeric,all,"ENSURE: numeric computed columns for reporting are rounded as needed to match specification or sample output | PRINCIPLE: Rounding computed metrics avoids mismatches due to floating point precision | WHEN_TO_APPLY: When selecting or calculating metrics for reporting or comparison | EXAMPLE_USAGE: ""SELECT ROUND(distance / duration, 2)"" produces results aligned with expectations, while leaving unrounded numbers introduces small variance."
18,bq039,all,generic,case when;division;cast;filter,all,all,numeric,Yes,"CHECK: derived metrics involving division by a field that could be zero should use CASE WHEN to set safe fallback values | PRINCIPLE: Prevents division by zero errors or misleading NA/NULL results in calculations | WHEN_TO_APPLY: When any division could have denominator of zero due to data | EXAMPLE_USAGE: ""CASE WHEN total = 0 THEN 0 ELSE part / total END"" ensures safe, meaningful output; ""part / total"" alone can raise errors or misinformation."
19,bq039,all,generic,inner join;join,all,all,all,all,"VERIFY: INNER JOIN should be used when you need to exclude records lacking related data in the joined table | PRINCIPLE: INNER JOIN ensures only records with matching entries in both tables appear in results; LEFT JOIN retains unmatched rows which may not be desired | WHEN_TO_APPLY: When you only want rows with fully matched reference data (e.g., zones, categories) | EXAMPLE_USAGE: ""SELECT ... FROM trips INNER JOIN zone ON ..."", returns only trips with valid zone mapping; ""LEFT JOIN"" would keep trips without zones, resulting in extra or incomplete rows."
20,bq039,all,generic,filter;where;date;timestamp;between,all,all,all,all,"ENSURE: When filtering datetime/timestamp columns at day granularity using BETWEEN, use clean date literals (YYYY-MM-DD) without adding time components like ""23:59:59"" to the end date | PRINCIPLE: BigQuery's BETWEEN is inclusive on both ends, and when comparing a timestamp column to a date literal, it automatically treats the date as the start of that day (00:00:00); adding ""23:59:59"" is unnecessary and can cause subtle bugs (e.g., missing records with timestamps after 23:59:59) | WHEN_TO_APPLY: When filtering on timestamp/datetime columns for date ranges at day granularity (e.g., ""all records from Jan 1 to Jan 7"") | EXAMPLE_USAGE: Correct: WHERE pickup_datetime BETWEEN '2016-01-01' AND '2016-01-07'; Incorrect: WHERE pickup_datetime BETWEEN '2016-01-01' AND '2016-01-07 23:59:59' (unnecessarily complex and could miss records). If you need inclusive end-of-day behavior, use DATE(column) for comparison or simply rely on BETWEEN with date literals."
21,bq039,new_york_plus,question,NA,NA,NA,NA,NA,"Using DATE() for datetime filters, rounding driving speed, handling zero total fare in tip_rate, and using INNER JOIN for zones were necessary to exactly match GOLD output rows and calculations."
22,bq059,san_francisco_plus,db,filter;subquery;cast;join,trips,all,int,all,"ENSURE: When restricting trips to those starting and ending in a specific region, filter by station_id via a region_id lookup instead of using station_name patterns | CONTEXT: trips table has numeric start_station_id and end_station_id, bikeshare_station_info has station_id (STRING) and region_id, and bikeshare_regions maps region_id to region names. Using station_name LIKE '%berkeley%' can miss stations or include non-Berkeley ones, whereas filtering by station_id via region_id ensures completeness. | WHEN_TO_CHECK: When querying trips for a geographic region (e.g., Berkeley) in the san_francisco_bikeshare dataset | EXAMPLE_USAGE: Incorrect: SELECT MAX(velocity) FROM trips JOIN `…bikeshare_station_info` si ON CAST(trips.start_station_id AS STRING)=si.station_id WHERE si.station_name LIKE '%berkeley%' AND …; Correct: SELECT MAX(velocity) FROM trips WHERE CAST(trips.start_station_id AS STRING) IN ( SELECT station_id FROM `…bikeshare_station_info` WHERE region_id = (SELECT region_id FROM `…bikeshare_regions` WHERE name='Berkeley') AND CAST(trips.end_station_id AS STRING) IN ( SELECT station_id FROM `…bikeshare_station_info` WHERE region_id = (SELECT region_id FROM `…bikeshare_regions` WHERE name='Berkeley') );"
23,bq059,san_francisco_plus,db,cast;filter;join,all,all,all,all,"VERIFY: CAST trips.start_station_id and trips.end_station_id to STRING before comparing to station_info.station_id | CONTEXT: trips.start_station_id and end_station_id are stored as INT64, while bikeshare_station_info.station_id is STRING, so comparisons or IN-subqueries fail unless types match. | WHEN_TO_CHECK: Whenever joining or filtering trips by station_id against bikeshare_station_info | EXAMPLE_USAGE: Incorrect: … WHERE trips.start_station_id IN (SELECT station_id FROM bikeshare_station_info …) Correct: … WHERE CAST(trips.start_station_id AS STRING) IN (SELECT station_id FROM bikeshare_station_info …)"
24,bq059,all,generic,all,all,all,all,all,"ENSURE: Always use BigQuery's ST_DISTANCE function to calculate distances between geographic points (including radian distances, great circle distances, etc.) rather than attempting manual calculations | PRINCIPLE: ST_DISTANCE is optimized for geographic calculations, handles edge cases correctly (dateline crossing, pole proximity), and provides accurate results in meters; manual haversine or other distance formulas are error-prone and may produce incorrect results | WHEN_TO_APPLY: Whenever calculating distance between two points with latitude/longitude coordinates or GEOGRAPHY/GEOMETRY types | EXAMPLE_USAGE: Use ST_DISTANCE(point1, point2) or ST_DISTANCE(ST_GEOGPOINT(lon1, lat1), ST_GEOGPOINT(lon2, lat2)) instead of manual haversine formulas. The function returns distance in meters by default. For filtering by distance threshold, use ST_DWITHIN for better performance."
25,bq059,all,generic,filter;subquery,all,all,all,all,"VERIFY: Prefer ID-based filters over text-pattern filters for categorical grouping | PRINCIPLE: Using explicit key or ID lookups ensures you capture all relevant records without relying on potentially inconsistent name patterns | WHEN_TO_APPLY: When filtering records by a category or region that is represented by an ID in a lookup table | EXAMPLE_USAGE: When selecting orders from the “Europe” region, avoid WHERE country_name LIKE '%Europe%'. Instead: Incorrect: SELECT * FROM orders WHERE country_name LIKE '%France%'; Correct: SELECT * FROM orders WHERE country_id IN (SELECT id FROM countries WHERE region='Europe');"
26,bq059,all,generic,cast;join,all,all,all,all,"ENSURE: Data types match in comparisons and joins, using explicit casting when necessary | PRINCIPLE: Implicit type conversion can lead to errors or inefficiencies; explicit casting makes intent clear and prevents mismatches | WHEN_TO_APPLY: Whenever comparing or joining columns of different SQL data types (e.g., INT vs STRING) | EXAMPLE_USAGE: Incorrect: SELECT * FROM sales s JOIN stores st ON s.store_id = st.store_id_string; Correct: SELECT * FROM sales s JOIN stores st ON CAST(s.store_id AS STRING) = st.store_id_string;"
27,bq059,san_francisco_plus,question,NA,NA,NA,NA,NA,"Replaced station_name LIKE '%berkeley%' filters with region-based station_id filters to include all Berkeley trips, yielding the correct max_velocity of 8.2."
28,bq059,san_francisco_plus,generic,join;cast,all,all,all,all,"ENSURE: When joining STRING and INT64 columns, use them directly without conversion; BigQuery handles implicit type coercion | PRINCIPLE: BigQuery automatically converts between STRING and INT64 during joins (e.g., STRING '25025' matches INT64 25025); manual conversion with LPAD or CAST is unnecessary and can cause mismatches for larger values | WHEN_TO_APPLY: When joining columns of different types (STRING vs INT64), use them directly in join condition; avoid LPAD, CAST, or other conversions unless explicitly required | EXAMPLE_USAGE: For joining STRING station_id with INT64 start_station_id, use 'station_id = start_station_id' directly; incorrect: using 'CAST(start_station_id AS STRING) = station_id' is unnecessary and adds complexity. BigQuery's implicit conversion handles this correctly."
29,bq061,census_bureau_acs_1,db,substring,census_data,census_data.tract_code,str,all,"ENSURE: extract the last six characters of tract_code using RIGHT(tract_code, 6) in the final SELECT | CONTEXT: The tract_code column stores full-length geographic identifiers but the expected output is a six-digit tract code, so selecting the raw column returns mismatched values | WHEN_TO_CHECK: When constructing the final SELECT clause that returns tract_code | EXAMPLE_USAGE: Incorrect: SELECT tract_code FROM census_data; – returns ‘140000US060372001’ Correct: SELECT RIGHT(tract_code, 6) AS tract_code FROM census_data; – returns ‘72001’"
30,bq061,all,generic,substring,all,all,str,all,"VERIFY: apply substring functions to conform stored strings to required output lengths | PRINCIPLE: When stored data includes prefixes or extra characters but reports demand fixed-length codes, using string functions ensures the output matches specification | WHEN_TO_APPLY: Whenever an output specification requires a specific segment or fixed length of a string column different from how it’s stored | EXAMPLE_USAGE: Scenario: A table has product_code 'SKU-00012345' but the dashboard needs just '00012345'. Incorrect: SELECT product_code FROM products; – returns 'SKU-00012345' Correct: SELECT RIGHT(product_code, 8) AS product_code FROM products; – returns '00012345'"
31,bq061,census_bureau_acs_1,question,NA,NA,NA,NA,NA,The fix extracts the last six digits of the full tract_code so the output matches the expected 6-digit tract code.
32,bq064,census_bureau_acs_1,db,all,bigquery-public-data.geo_census_tracts.us_census_tracts_national,tract_geom,numeric,all,"ENSURE: When computing the land‐area of census tracts, use ST_AREA on the tract_geom column rather than a stored area field | CONTEXT: The zip_tract_allocation CTE joins zip_codes with tracts and needs an accurate area measurement; tracts table provides a geometry column tract_geom | WHEN_TO_CHECK: Whenever selecting or aliasing area_land_meters in a query involving tract_geom | EXAMPLE_USAGE:"
33,bq064,census_bureau_acs_1,db,join;filter,bigquery-public-data.geo_us_boundaries.zip_codes,zip_code_centroid,all,all,"VERIFY: Use the zip_code_centroid column for point‐based spatial operations instead of internal_point_geom | CONTEXT: zip_codes table contains both internal_point_geom (an internal reference) and zip_code_centroid (the true geographic centroid) | WHEN_TO_CHECK: When performing spatial joins, distance calculations, or any centroid‐based logic on zip_codes | EXAMPLE_USAGE:"
34,bq064,all,generic,aggregation;division,all,all,all,all,"VERIFY: Weighted averages must be computed as SUM(value * weight) / SUM(weight), not as a plain AVG(value) | PRINCIPLE: A true weighted average multiplies each item’s value by its weight, sums those products, and divides by the total weight | WHEN_TO_APPLY: Whenever summarizing metrics where observations contribute unequally (e.g., income per population, score per count) | EXAMPLE_USAGE:"
35,bq064,all,generic,all,all,all,all,all,"ENSURE: Spatial measurements on geometry columns always invoke the appropriate spatial function (e.g., ST_AREA, ST_Length) rather than relying on stored attributes | PRINCIPLE: Geometry properties must be derived with spatial functions to guarantee consistency and accuracy | WHEN_TO_APPLY: When calculating area, perimeter, length, or other geometry‐based metrics in any spatial query | EXAMPLE_USAGE:"
36,bq064,census_bureau_acs_1,question,NA,NA,NA,NA,NA,"The original query already produced the correct spatial allocation and weighted-income results, so no edits were necessary."
37,bq066,sdoh,db,order by,statistics,statistics.data_year,date,all,"ENSURE: when ordering query results by data_year, include DESC in the ORDER BY clause | CONTEXT: The data_year column represents chronological years and the expected output requires the most recent years first | WHEN_TO_CHECK: When writing or reviewing ORDER BY clauses that involve the data_year column | EXAMPLE_USAGE: Incorrect: SELECT region, data_year, value FROM statistics ORDER BY data_year; Correct: SELECT region, data_year, value FROM statistics ORDER BY data_year DESC;"
38,bq066,sdoh,db,all,all,all,all,all,"AVOID: Beware, do not compute derived values (e.g. rates, percentages) unless the question specifically mentions those words. Interpret metrics ending in ""rate"" (e.g., poverty rate, unemployment rate) as ratios or percentages, whereas metrics without ""rate"" in the name should be treated as raw counts or absolute numbers | PRINCIPLE: SDOH datasets use ""rate"" suffix consistently to distinguish between percentage-based metrics and absolute counts; mixing these interpretations leads to incorrect analysis | WHEN_TO_APPLY: When selecting, filtering, or comparing socioeconomic metrics in SDOH-related queries | EXAMPLE_USAGE: Correct interpretation: ""poverty_rate"" = percentage of population in poverty (compare as 15.2 vs 12.8); ""poverty"" or ""people_in_poverty"" = absolute number of people (compare as 1,520 vs 1,280). When calculating changes or comparisons, ensure rate metrics are compared as percentages and count metrics as raw numbers."
39,bq066,all,generic,order by,all,all,all,all,"VERIFY: the ORDER BY clause explicitly specifies DESC when descending sort is required | PRINCIPLE: SQL defaults to ascending order if no direction is specified, which can lead to results that don’t match descending expectations | WHEN_TO_APPLY: Whenever query results must be in descending order of a column’s values | EXAMPLE_USAGE: Situation: You need the largest totals first. Incorrect: SELECT customer_id, total_sales FROM sales_summary ORDER BY total_sales; Correct: SELECT customer_id, total_sales FROM sales_summary ORDER BY total_sales DESC;"
40,bq066,all,generic,extract;date;week;year;ISO,all,all,all,all,"AVOID: Do not use ISOWEEK or ISOYEAR for date extraction unless explicitly requested in the question | PRINCIPLE: ISOWEEK and ISOYEAR follow ISO 8601 standards where weeks start on Monday and the first week must contain January 4th, which can cause week 1 to start in the previous December or week 53 to extend into the next January; this often produces unexpected results when the question simply asks for ""week"" or ""year"" without specifying ISO standards | WHEN_TO_APPLY: When extracting week or year components from dates; default to EXTRACT(WEEK FROM date) and EXTRACT(YEAR FROM date) unless the question explicitly mentions ""ISO week"" or ""ISO year"" | EXAMPLE_USAGE: Correct: EXTRACT(YEAR FROM start_date), EXTRACT(WEEK FROM event_date); Incorrect (unless specifically requested): EXTRACT(ISOYEAR FROM start_date), EXTRACT(ISOWEEK FROM event_date). ISO variants should only be used when the question specifically requires ISO 8601 compliance."
41,bq066,sdoh,question,NA,NA,NA,NA,NA,The only change needed was to reverse the sort order by adding DESC to the ORDER BY clause so the row order matches the expected output.
42,bq085,covid19_jhu_world_bank,db,filter;aggregation;sum;group by,indicators_data,indicators_data.value,numeric,all,"ENSURE: when calculating population metrics, use `bigquery-public-data.world_bank_wdi.indicators_data` filtered for `indicator_code = 'SP.POP.TOTL'` and do NOT multiply `value` by 1000 | CONTEXT: The `SP.POP.TOTL` indicator represents total population in raw numbers in `indicators_data`, so scaling is unnecessary and incorrect | WHEN_TO_CHECK: When aggregating or reporting population totals for countries from the World Bank indicators dataset | EXAMPLE_USAGE: For population counts: 'SELECT value FROM indicators_data WHERE indicator_code = 'SP.POP.TOTL'' is correct; 'SELECT value * 1000 FROM indicators_data WHERE indicator_code = 'SP.POP.TOTL'' would incorrectly inflate population figures."
43,bq085,covid19_jhu_world_bank,db,join;case;alias;filter,summary,summary.country_region,str,all,"VERIFY: country matching between `covid19_jhu_csse.summary` and World Bank population sources uses standardized names, using CASE statements or aliases for exceptions like 'US' and 'Iran' | CONTEXT: `summary.country_region` may use different naming conventions compared to population tables, causing mismatches for certain countries | WHEN_TO_CHECK: When joining COVID data (`summary.country_region`) with population data targeting specific countries | EXAMPLE_USAGE: Correct country mapping: 'CASE WHEN summary.country_region = ""US"" THEN ""United States"" WHEN summary.country_region = ""Iran"" THEN ""Iran, Islamic Rep."" ELSE summary.country_region END', ensuring both sources align; using raw country names without mapping may result in missing or incorrect data, e.g., 'US' != 'United States'."
44,bq085,all,generic,aggregation;cast;filter,all,all,all,all,"VERIFY: indicator source tables provide metrics in expected units; always check documentation before applying multipliers or scaling factors | PRINCIPLE: Different datasets may store values already in the correct unit (e.g., population counts not in thousands); blindly applying scaling can distort results | WHEN_TO_APPLY: When pulling quantitative measures (e.g., population, GDP) from indicator tables and preparing output | EXAMPLE_USAGE: Before applying 'value * 1000' for an indicator, confirm the unit: if documentation says value is raw count, use 'value' as-is; multiplying by 1000 would return inflated and incorrect results."
45,bq085,all,generic,join;case;alias,all,all,str,all,"ENSURE: country and region names are normalized between datasets using CASE statements or mapping tables whenever conventions differ | PRINCIPLE: Direct joins on disparate naming conventions (e.g., 'US' vs 'United States') will fail for edge cases unless handled | WHEN_TO_APPLY: When joining two tables where one or both contain country/region names that may not match exactly | EXAMPLE_USAGE: When joining on country name, use 'ON CASE WHEN x.country = ""US"" THEN ""United States"" ... ELSE x.country END = y.country_name' to ensure correct mapping; joining directly on 'US' = 'United States' will exclude actual US data from the result."
46,bq085,covid19_jhu_world_bank,question,NA,NA,NA,NA,NA,The core issue was an incorrect population source and unit scaling; switching to the correct World Bank total population indicator and raw counts (not thousands) resolved the discrepancy.
47,bq086,covid19_open_world_bank,db,all,covid,covid.country_code,str,all,"REMEMBER: Use covid.country_code for two-letter country codes instead of covid.iso_3166_1_alpha_3 | CONTEXT: The covid table contains both country_code (two-letter) and iso_3166_1_alpha_3 (three-letter) fields; reports expect two-letter codes | WHEN_TO_CHECK: When selecting country identifiers for output from the covid table | EXAMPLE_USAGE: Correct: SELECT covid.country_code AS country_code, ROUND(SAFE_DIVIDE(100.0 * covid.cumulative_confirmed, pop.year_2018),2) AS case_percent FROM covid JOIN pop ON covid.country_code = pop.country_code; This returns codes like “US”, “FR”. Incorrect: SELECT covid.iso_3166_1_alpha_3 AS country_code, … This returns “USA”, “FRA” and mismatches expected two-letter codes."
48,bq086,covid19_open_world_bank,db,round;division;percent,all,all,numeric,all,"ENSURE: Wrap percentage calculations in ROUND(...,2) to enforce two decimal places | CONTEXT: case_percent is derived via SAFE_DIVIDE(100.0 * covid.cumulative_confirmed, pop.year_2018) and must be formatted to two decimals for presentation consistency | WHEN_TO_CHECK: When computing case_percent from cumulative_confirmed and population | EXAMPLE_USAGE: Correct: SELECT ROUND(SAFE_DIVIDE(100.0 * covid.cumulative_confirmed, pop.year_2018),2) AS case_percent … Returns values like 12.34, 0.75. Incorrect: SELECT SAFE_DIVIDE(100.0 * covid.cumulative_confirmed, pop.year_2018) AS case_percent … Returns unrounded values like 12.345678, 0.752341."
49,bq086,covid19_open_world_bank,db,order by;desc,all,case_percent,numeric,all,"VERIFY: Order results by the case_percent alias in descending order instead of by country_code | CONTEXT: The final output must rank countries by their computed case_percent, not alphabetically by code | WHEN_TO_CHECK: When applying ORDER BY to the country-level percentage results | EXAMPLE_USAGE: Correct: SELECT covid.country_code, ROUND(SAFE_DIVIDE(100.0 * covid.cumulative_confirmed, pop.year_2018),2) AS case_percent FROM covid JOIN pop … ORDER BY case_percent DESC; This lists highest percentages first. Incorrect: … ORDER BY country_code; This sorts alphabetically (“AD”, “AE”, “AF”), not by percentage ranking."
